,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,53,48,49,67,61,51,48,47,34,55,49,52,51,53,48,50,52,53,58,34,52,52,52,46,37,55,32,51,53,38,46,55,52,41,25,55,56,44,37,53,50,28,49,48,28,38,33,61,29,47,32,43,51,53,45,66,43,44,53,58,58,45,44,56,53,49,47,16,47,55,61,43,47,47,32,34,50,59,40,52,25,64,20,45,45,46,43,64,27,46,57,52,55,36,27,56,53,51,36,49,46.76
0.55,72,52,54,56,54,46,48,49,49,61,45,32,51,52,60,65,65,57,58,49,59,57,62,52,42,61,32,56,66,50,56,51,54,48,41,56,59,56,59,63,55,40,16,72,37,62,47,58,44,48,52,51,50,65,58,53,44,52,48,56,57,29,60,66,55,52,54,25,61,63,55,41,60,47,5,47,55,71,48,49,37,44,35,54,55,50,57,67,36,52,49,39,46,44,58,46,45,68,48,52,51.45
0.6,24,54,20,63,60,68,66,63,61,65,70,49,46,64,9,44,46,44,62,23,65,8,27,17,25,68,43,28,61,47,68,70,66,12,22,71,80,45,15,29,59,5,14,60,5,28,5,61,5,53,56,27,70,14,5,30,69,17,59,74,61,39,38,49,60,71,61,5,16,13,63,48,11,32,16,53,66,34,8,52,5,14,26,24,67,55,36,84,11,63,59,34,70,15,55,57,54,20,50,60,42.39
0.65,53,17,38,15,14,40,25,45,40,32,18,47,33,24,34,56,10,44,33,45,34,32,37,25,8,21,21,31,25,38,18,28,24,28,30,21,24,8,46,29,35,28,42,40,19,53,24,40,27,27,49,5,31,57,29,33,34,39,25,37,24,14,35,30,19,27,30,20,44,38,16,26,41,14,28,27,16,36,27,32,20,37,41,24,37,18,42,27,19,38,25,43,29,37,63,35,31,43,23,18,30.59
0.7,42,46,42,33,37,38,41,41,40,39,26,44,47,34,35,8,27,49,37,39,42,26,50,36,49,50,31,42,45,44,41,59,50,38,39,38,43,20,34,23,40,18,43,52,31,22,29,43,36,38,14,19,32,40,31,40,43,30,42,50,29,34,43,52,40,32,40,27,50,39,52,50,36,40,30,31,54,44,40,31,19,31,58,34,44,29,13,43,21,50,37,50,29,48,69,28,40,33,47,37,37.92
0.75,63,38,54,37,41,50,42,55,48,48,29,56,46,39,49,43,41,49,49,57,54,45,57,44,42,33,33,53,48,60,48,50,35,47,9,49,42,33,40,47,44,50,34,61,43,46,33,62,37,39,34,24,50,52,38,48,51,44,62,60,30,42,59,48,51,38,49,33,55,51,44,51,48,40,33,45,35,45,31,32,27,47,32,43,53,41,39,44,37,54,39,15,38,46,43,35,52,37,55,36,43.88
0.8,29,49,57,48,62,57,58,35,14,59,13,24,53,30,49,36,39,56,16,63,66,48,32,43,59,48,16,57,43,19,63,63,52,47,15,37,54,31,53,54,53,48,37,13,57,22,38,16,51,42,24,29,33,38,42,57,56,52,60,62,27,41,29,34,26,25,18,47,67,60,58,57,58,63,53,28,45,24,46,22,28,36,29,56,21,29,19,18,40,26,22,48,53,53,44,38,57,46,46,59,41.73
0.85,41,51,20,51,57,16,21,56,32,24,22,41,17,33,50,48,53,40,28,40,25,57,51,60,54,18,41,37,46,46,63,21,21,21,33,44,25,46,53,49,66,56,48,31,58,46,57,28,51,23,37,30,37,46,58,31,15,13,30,25,36,37,49,33,40,47,43,47,34,69,61,22,49,17,5,24,30,44,59,45,30,48,43,57,41,33,32,38,30,45,44,44,13,22,23,51,19,64,61,23,38.9
0.9,17,24,37,34,23,42,49,40,48,46,41,39,57,53,7,56,58,43,50,33,36,9,22,14,62,47,44,33,33,38,17,43,54,32,34,24,49,48,25,30,13,7,9,42,13,44,8,40,8,29,41,37,55,8,6,31,35,30,35,35,30,48,24,50,59,44,24,34,27,16,33,23,18,53,23,26,61,39,18,39,12,8,16,14,24,32,42,39,34,59,53,44,50,31,32,68,35,25,33,32,33.89
0.95,33,48,40,17,33,44,47,46,45,32,42,42,36,23,27,59,30,54,45,42,41,25,48,28,9,32,34,53,40,50,37,36,31,36,44,31,26,10,29,14,32,43,44,53,42,51,33,49,39,35,42,5,48,19,24,38,42,43,27,60,40,10,18,33,35,29,39,8,40,37,47,40,35,25,45,54,26,47,29,52,44,13,40,33,37,21,44,47,42,43,40,46,45,59,35,9,31,36,13,15,35.9
1,41,50,56,46,43,32,48,54,61,43,60,49,52,33,25,39,25,67,63,42,33,41,41,47,41,49,42,66,48,57,35,70,47,43,21,47,52,20,42,34,40,46,37,51,44,23,36,51,49,47,44,26,58,41,32,46,69,46,35,47,46,43,30,53,45,52,50,24,40,45,58,41,54,45,29,44,51,48,38,61,34,26,37,38,55,41,9,60,18,47,40,45,55,44,58,28,57,25,32,37,43.56
1.05,50,39,51,34,54,42,55,23,55,52,60,61,54,24,31,30,38,63,66,49,55,40,59,41,58,53,50,54,37,60,47,44,44,44,32,44,47,56,50,47,48,51,56,60,53,40,45,61,53,60,55,32,32,31,46,52,58,51,43,60,49,49,52,17,50,46,59,27,49,51,53,54,47,46,58,57,55,60,43,58,55,29,48,50,54,41,27,56,45,70,55,31,60,66,55,28,57,37,35,44,48.03
1.1,25,55,64,51,58,55,63,47,15,53,17,44,62,61,32,21,47,46,19,61,53,55,22,60,59,60,13,33,47,22,57,67,52,37,42,60,69,39,55,49,52,54,57,14,44,25,45,17,57,59,36,31,24,68,31,59,65,69,49,73,26,60,47,27,15,15,20,28,54,52,56,27,58,53,53,13,57,20,34,19,52,37,54,54,32,63,43,17,17,17,19,22,64,66,62,50,66,49,34,45,43.73
1.15,29,68,13,56,66,17,13,45,42,17,27,57,16,44,52,29,55,34,27,17,21,61,41,24,61,32,29,66,52,52,27,13,19,8,46,70,27,53,68,47,62,75,59,38,60,45,59,22,35,27,39,37,26,43,53,17,16,15,26,15,51,56,61,47,27,32,41,28,19,60,27,58,24,40,31,49,27,33,19,31,23,37,23,60,24,48,49,42,34,31,61,41,16,13,38,44,21,56,49,52,38.33
1.2,70,13,49,19,18,52,40,72,57,32,56,15,27,50,29,25,63,38,34,45,31,35,23,30,59,44,39,38,49,42,26,26,32,26,53,18,69,55,33,59,16,14,8,52,5,48,6,30,37,34,58,49,34,26,6,51,33,32,36,33,52,67,44,59,41,40,44,37,43,14,21,37,29,36,10,48,39,59,29,49,44,42,20,13,32,45,51,43,38,44,62,39,43,27,50,57,34,25,47,23,37.76
1.25,45,20,54,30,36,50,63,68,65,48,42,32,43,73,18,37,32,20,28,62,42,16,32,46,8,20,38,63,59,51,52,50,42,35,61,47,46,8,15,11,38,17,23,62,33,53,37,34,53,58,8,7,13,27,21,54,50,49,35,48,50,23,20,30,50,53,43,17,57,15,22,48,47,29,36,66,35,50,30,46,43,55,23,46,51,31,58,60,51,32,67,54,48,49,15,24,34,36,18,37,39.27
1.3,57,40,63,69,57,60,59,73,54,40,54,35,33,51,25,12,28,21,41,57,42,25,40,66,32,38,50,54,67,51,46,53,46,41,11,59,53,25,30,39,33,5,41,45,45,23,51,39,43,48,29,65,39,34,49,70,64,46,38,33,62,37,42,44,53,55,61,32,53,21,54,57,54,42,53,57,54,59,39,62,21,13,40,43,56,38,18,37,12,47,51,16,49,41,52,50,18,9,20,48,43.07
1.35,66,40,56,50,48,46,73,18,63,52,20,52,50,13,46,16,36,33,21,69,59,38,44,65,52,48,63,21,24,58,57,56,22,51,23,53,55,41,50,30,43,27,45,72,44,42,41,44,43,69,40,52,51,44,40,68,60,56,53,59,16,53,53,19,30,31,61,37,57,14,48,68,50,52,59,66,51,56,18,49,40,47,42,61,62,23,56,44,29,49,73,30,56,50,50,21,17,28,15,50,45.02
1.4,16,59,55,58,69,61,68,43,13,57,51,59,48,32,49,33,54,42,33,82,61,48,13,72,41,58,13,44,58,15,56,72,45,57,39,70,64,50,50,34,46,41,46,13,43,45,57,29,52,59,42,63,58,47,41,70,70,60,13,57,35,56,32,34,17,35,40,44,42,19,27,18,70,17,51,13,17,13,31,22,46,46,43,49,48,41,48,21,16,21,24,28,13,60,66,37,34,51,24,64,43.07
1.45,30,53,13,57,64,13,18,55,35,14,45,64,24,47,32,41,56,53,34,24,21,46,38,23,57,42,33,64,47,24,24,15,41,30,33,45,16,53,55,35,14,44,51,39,58,39,54,38,5,24,48,41,67,47,56,31,13,23,27,20,48,58,36,45,40,34,54,55,36,22,61,22,20,28,60,55,41,42,31,26,10,65,35,76,24,47,55,32,31,17,30,40,32,13,38,26,21,42,44,63,38.08
1.5,53,24,38,14,18,50,41,78,36,35,71,36,39,50,39,44,34,63,61,29,47,48,47,17,57,59,55,55,60,39,42,46,65,44,42,27,39,59,40,48,43,51,19,41,9,43,30,38,24,40,61,54,78,44,5,40,19,32,46,29,61,32,36,53,42,51,48,39,44,32,65,39,18,51,37,50,53,62,60,58,39,56,46,14,38,23,65,51,29,25,44,43,57,32,52,40,37,58,50,21,42.86
1.55,55,43,44,39,36,34,43,64,67,40,66,47,47,59,12,45,11,37,33,34,50,8,50,36,8,17,30,63,66,35,66,31,60,50,7,46,39,11,11,14,55,55,32,67,22,30,11,16,50,40,26,12,17,48,28,58,27,45,52,46,58,8,31,28,55,50,52,7,50,17,39,58,20,47,38,68,54,64,31,54,40,46,12,27,63,44,55,47,39,38,45,53,53,66,28,17,37,62,59,41,39.92
1.6,55,52,45,76,54,55,48,80,59,28,62,22,26,60,44,9,41,47,64,52,29,23,64,38,33,36,70,78,69,55,53,49,60,61,23,65,54,14,22,40,51,12,30,55,34,38,31,38,47,54,25,17,46,24,51,60,40,50,54,41,64,28,43,51,53,32,54,46,57,35,45,63,39,45,29,59,60,61,41,60,61,15,22,34,65,56,12,59,5,44,61,12,52,57,37,27,45,32,61,52,44.87
1.65,47,58,60,59,60,44,59,18,66,43,18,52,33,14,41,28,50,38,53,47,56,40,72,44,49,58,51,13,18,47,60,52,19,58,29,67,53,25,40,37,50,23,48,60,43,40,34,49,45,53,8,29,36,18,40,71,50,69,57,66,31,24,58,26,16,19,13,61,21,44,48,67,45,52,42,55,33,65,13,56,40,20,22,43,63,29,30,27,24,16,31,17,69,66,57,22,18,18,17,57,41.4
1.7,14,61,61,58,52,65,72,33,15,52,53,52,38,25,37,30,62,63,43,45,48,52,33,42,46,62,30,32,44,18,49,72,57,22,28,70,52,38,40,23,51,47,46,15,51,27,62,38,60,20,37,23,46,24,55,53,56,48,14,23,31,39,30,41,43,27,42,61,52,46,25,32,50,39,53,14,15,14,29,19,67,20,39,39,39,44,36,42,49,29,45,27,13,71,48,37,44,31,35,55,40.97
1.75,29,22,50,84,61,13,27,32,46,14,50,62,39,34,61,56,70,56,50,45,29,47,37,34,46,49,52,50,34,42,13,40,36,24,35,54,19,36,56,38,13,52,50,24,57,30,46,58,5,21,54,29,56,37,59,27,29,14,18,26,49,41,40,46,53,45,47,54,50,45,34,38,38,31,5,70,33,23,53,35,10,8,42,56,14,51,56,49,55,39,35,23,42,16,66,53,30,46,45,40,39.83
1.8,50,25,33,51,15,18,33,64,44,17,53,62,48,57,70,43,72,63,67,38,40,48,35,23,51,61,45,50,64,35,25,53,68,29,47,32,31,38,25,33,37,55,19,32,16,8,31,53,26,30,55,5,56,39,8,36,44,29,20,15,66,42,17,68,43,48,51,57,49,56,46,52,20,53,19,54,42,45,64,51,17,13,20,14,18,24,51,59,47,33,57,50,46,40,19,48,51,48,56,19,40.43
1.85,54,35,43,25,24,21,19,49,64,27,65,47,54,56,51,64,12,43,44,40,53,9,56,26,18,37,52,72,53,43,25,18,55,38,12,28,44,8,20,17,66,59,41,41,24,16,12,39,30,37,56,34,16,48,23,56,16,46,43,36,38,12,36,24,51,58,56,41,53,17,53,57,26,30,28,77,51,67,49,59,29,24,25,17,26,46,76,66,52,58,50,43,61,42,26,30,42,26,53,24,39.59
1.9,55,42,25,32,45,43,25,54,56,37,36,33,29,61,61,8,29,46,24,44,31,25,52,43,35,46,57,63,63,62,45,38,71,50,34,42,41,16,34,20,56,12,45,31,36,41,29,43,46,59,59,35,31,23,26,59,22,52,45,46,17,28,35,45,59,23,62,41,53,23,37,48,40,40,36,56,52,54,48,62,37,49,46,31,36,41,21,66,11,61,57,42,46,74,36,19,43,39,51,34,41.48
1.95,39,44,54,41,58,56,31,25,60,58,23,51,34,15,11,19,29,27,34,49,41,40,59,48,42,48,13,46,16,58,50,49,30,61,46,44,42,25,46,52,61,16,52,53,41,45,53,34,39,59,9,52,39,30,39,60,35,71,62,71,30,49,52,59,13,42,15,53,36,31,31,43,34,23,46,64,58,60,24,41,39,56,33,38,40,61,41,52,22,55,33,44,63,64,41,30,26,25,19,47,41.68
2,27,50,62,56,52,66,39,35,21,59,25,53,53,27,31,28,45,41,46,22,18,57,47,24,47,35,18,16,37,35,53,62,62,18,46,55,31,34,61,32,63,18,23,20,45,39,46,22,55,14,29,45,53,28,42,27,52,58,40,47,35,58,47,56,34,29,27,52,32,52,32,20,42,26,51,13,14,15,32,30,35,62,38,37,46,54,38,29,32,60,39,17,13,63,63,46,32,33,47,51,39.24
2.05,49,13,60,58,63,46,47,48,23,38,42,61,49,47,28,36,43,56,56,49,35,46,20,32,29,24,14,37,42,46,15,56,36,4,22,23,41,42,59,40,15,19,40,38,40,56,54,44,5,32,47,63,38,44,43,32,42,47,15,53,70,60,49,48,52,45,40,50,45,55,39,39,10,28,5,38,33,28,11,34,15,49,61,57,13,51,46,32,42,28,40,24,27,17,54,43,37,10,45,23,38.35
2.1,59,27,49,15,14,19,28,51,23,19,52,32,59,42,54,46,49,62,54,29,50,53,65,8,45,39,24,51,50,50,25,65,42,9,31,38,34,48,6,17,48,32,14,36,8,20,35,52,27,36,50,5,53,44,5,50,50,28,20,0,50,32,20,56,53,53,44,30,21,57,43,45,24,42,23,39,40,42,21,37,20,14,30,13,28,26,23,42,43,18,41,45,35,37,30,46,41,28,52,27,35.57
2.15,59,30,0,37,19,15,35,60,26,18,60,45,6,50,38,57,0,26,21,47,29,15,52,21,30,43,27,62,53,37,21,18,40,17,19,11,31,9,17,44,62,16,21,43,20,0,8,48,45,60,47,37,13,24,12,48,16,37,43,0,66,8,39,0,50,60,9,41,37,19,48,39,50,43,42,60,34,58,34,47,31,13,9,37,30,52,29,48,26,35,38,48,39,45,21,27,53,30,56,35,33.31
2.2,62,43,0,49,38,19,36,47,39,26,17,46,14,54,46,11,0,34,9,30,37,17,70,18,42,56,42,64,55,39,30,30,47,23,3,19,43,33,21,31,64,24,36,24,26,0,21,42,49,60,52,39,22,11,18,51,27,53,57,0,16,9,35,0,43,44,17,26,55,34,53,46,51,10,45,75,45,51,32,62,36,29,0,40,48,52,35,60,4,56,36,57,57,60,45,19,14,46,41,49,35.49
2.25,28,44,0,50,33,36,1,15,27,36,36,45,0,13,0,20,0,0,4,49,42,38,48,29,49,53,42,41,11,2,33,29,27,29,4,34,6,36,32,53,63,23,43,31,17,0,37,38,38,64,13,50,31,23,24,48,37,51,49,0,20,13,50,0,9,56,5,23,47,34,13,7,57,18,45,65,47,64,40,17,24,38,0,49,37,57,21,24,8,51,4,10,52,54,38,36,31,37,13,55,30.24
2.3,0,52,0,40,44,46,0,29,31,36,21,45,0,19,0,33,0,0,7,6,0,36,46,14,7,18,32,15,15,0,23,23,0,0,6,38,8,47,32,21,53,22,36,3,19,0,42,0,48,0,22,57,34,33,17,2,42,28,51,0,31,16,0,0,0,4,8,38,42,59,40,0,52,33,44,15,25,27,7,19,34,16,0,39,53,27,26,45,19,51,5,23,1,54,53,37,35,54,23,50,24.04
2.35,0,0,0,39,56,45,0,41,36,0,37,46,0,18,0,36,0,0,15,12,0,44,0,23,6,23,42,21,24,0,4,44,0,0,0,14,18,45,41,30,0,0,10,5,5,0,46,0,0,0,27,51,38,37,25,0,40,36,0,0,41,29,0,0,0,8,16,37,40,51,55,0,0,36,3,35,36,40,5,26,0,20,0,47,9,29,0,33,26,14,12,37,0,0,35,40,41,0,41,17,19.39
2.4,0,0,0,8,0,0,0,41,0,0,37,0,0,29,0,11,0,0,0,23,0,0,0,0,8,16,38,14,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,41,4,45,0,0,0,42,0,0,0,38,0,0,0,0,8,0,41,6,46,45,0,0,35,4,18,49,41,0,43,0,0,0,5,0,0,0,35,0,24,0,47,0,0,26,38,37,0,40,16,10.79
2.45,0,0,0,14,0,0,0,36,0,0,43,0,0,38,0,14,0,0,0,32,0,0,0,0,0,35,36,40,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,7,26,0,0,0,0,0,0,0,49,0,0,0,0,0,0,29,6,1,54,0,0,49,7,34,23,38,0,27,0,0,0,9,0,0,0,34,0,32,0,35,0,0,0,6,51,0,44,28,9.2
2.5,0,0,0,24,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,20,0,0,0,0,0,40,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,52,0,0,0,12,35,29,7,0,35,0,0,0,15,0,0,0,52,0,35,0,46,0,0,0,0,21,0,26,19,6.81
2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.62
2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.45
2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
