,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,2,2,4,2,9,6,6,2,4,6,6,4,4,5,4,6,5,0,5,3,5,6,3,6,12,2,6,4,4,9,6,2,6,6,4,6,5,3,6,3,9,8,4,4,5,8,6,4,6,4,3,2,9,6,5,4,4,5,6,2,5,6,7,2,5,3,8,7,4,6,4,2,3,5,10,6,5,3,8,5,2,5,4,3,6,6,2,9,8,4,3,3,8,4,4,5,7,2,6,11,4.99
0.55,2,1,4,3,7,3,5,2,4,5,4,4,6,4,4,3,3,1,10,5,4,5,4,5,9,3,6,4,1,5,6,2,5,6,2,4,4,6,3,3,10,5,4,2,4,11,5,3,5,3,3,3,7,3,5,5,3,2,4,2,3,4,7,2,4,4,7,6,4,3,2,3,1,3,8,1,6,4,7,2,2,4,3,5,4,5,3,8,8,4,5,4,5,6,5,2,4,3,6,8,4.31
0.6,4,3,4,2,5,5,4,4,5,8,4,3,8,6,5,3,4,5,11,5,1,8,5,6,7,4,5,5,1,5,4,5,7,4,2,4,5,5,3,2,9,3,6,1,5,11,4,3,4,4,3,3,5,3,6,4,5,2,4,5,2,2,5,2,5,8,11,4,2,4,1,6,4,6,8,2,4,3,4,2,4,4,5,6,5,4,3,7,6,3,7,5,5,5,5,2,2,3,7,5,4.54
0.65,7,5,5,1,3,10,7,4,7,7,5,4,7,7,5,3,7,8,12,3,3,5,6,3,7,4,4,10,2,8,3,7,6,2,3,6,6,5,9,5,9,4,9,2,5,9,4,6,3,4,3,4,10,4,6,6,8,2,6,5,1,3,4,5,4,10,14,5,4,8,5,11,6,6,8,4,5,6,5,5,8,4,6,4,9,7,6,9,4,4,4,5,8,7,3,2,5,4,8,5,5.61
0.7,8,6,6,1,3,10,8,2,7,7,5,6,5,9,4,6,8,6,13,2,5,5,7,3,11,4,6,10,4,9,4,6,4,3,7,7,6,3,9,4,9,8,10,4,4,8,5,8,1,5,5,3,11,5,5,8,11,4,5,5,4,5,3,6,5,7,13,4,2,8,6,13,12,6,6,2,6,6,4,9,9,5,9,4,6,9,2,10,4,5,3,3,7,7,7,3,9,2,10,4,6.08
0.75,5,4,5,0,1,12,7,1,6,5,4,7,7,7,4,5,9,6,10,4,4,7,6,4,11,6,6,7,5,6,6,9,5,2,5,10,7,2,10,7,12,5,9,6,5,9,6,7,1,4,8,3,12,4,6,12,7,6,4,5,6,5,4,6,3,4,11,6,2,10,3,12,9,7,5,5,5,4,6,9,8,3,7,4,10,8,3,11,4,7,2,5,5,6,7,3,9,2,12,3,6.06
0.8,4,2,4,1,3,11,5,1,2,3,5,5,6,8,5,5,9,5,10,8,5,7,8,7,9,8,6,8,7,6,7,5,7,4,3,7,5,4,9,7,9,5,6,3,3,10,10,6,5,3,7,4,11,4,3,9,4,7,4,4,8,6,4,4,5,5,12,4,7,10,2,8,7,7,5,4,4,2,4,9,9,3,8,5,6,10,4,8,2,8,7,5,5,6,6,3,6,5,14,3,5.88
0.85,8,3,1,1,3,12,4,4,4,6,3,6,6,6,7,6,9,5,11,7,5,7,6,6,9,7,6,6,4,6,5,5,7,6,5,8,6,6,6,4,9,2,10,3,4,16,8,6,5,2,7,7,10,4,2,7,3,9,3,3,9,7,6,4,5,6,8,6,7,7,3,5,6,8,5,3,7,4,4,6,11,5,5,8,4,8,5,5,5,6,7,4,5,7,6,5,3,7,10,5,5.89
0.9,10,4,1,5,5,14,7,5,9,7,8,6,6,6,9,5,7,8,14,9,4,6,6,8,11,6,5,5,5,6,7,4,12,10,10,10,5,8,6,2,6,1,9,5,8,15,10,6,7,7,6,12,12,4,4,7,5,10,2,6,4,4,4,3,4,7,12,5,7,8,4,5,9,6,7,4,7,7,6,7,10,8,6,7,8,8,5,3,7,5,3,7,10,11,7,6,7,8,8,6,6.83
0.95,9,6,2,6,7,12,6,7,11,10,10,9,12,8,12,6,5,13,9,7,6,4,7,6,12,6,8,3,8,10,8,4,10,11,11,11,3,10,8,4,4,4,11,6,10,12,9,4,8,9,5,12,11,3,6,8,10,10,3,8,5,4,5,9,4,9,11,2,7,10,8,7,12,6,6,4,10,14,5,6,9,9,11,5,11,10,6,6,9,5,3,9,10,8,8,5,11,9,9,6,7.73
1,8,4,1,4,7,14,9,6,14,12,8,8,10,6,13,7,7,13,7,6,8,4,7,5,10,8,6,5,9,9,8,5,7,7,12,12,6,9,10,5,6,7,11,7,11,6,7,5,8,8,7,10,13,6,7,7,12,10,4,6,10,9,5,9,5,12,14,8,6,9,8,11,11,6,8,6,9,10,5,6,10,9,13,4,12,11,9,10,9,8,4,9,9,5,8,4,10,8,10,7,8.1
1.05,9,4,6,3,5,13,11,6,11,11,9,7,8,5,10,8,8,14,9,4,12,9,5,3,11,8,7,10,7,6,10,8,4,5,11,12,6,8,9,6,8,9,12,7,8,5,7,4,5,6,11,11,11,6,7,8,10,7,7,5,12,10,5,6,6,7,13,10,4,5,6,8,7,5,9,3,9,10,6,10,6,7,10,6,13,12,7,7,10,10,5,4,10,3,4,4,6,7,11,7,7.72
1.1,11,7,9,5,6,10,10,4,7,9,6,8,3,5,8,8,7,9,9,7,9,10,7,5,10,6,8,13,6,6,8,10,5,8,12,13,8,8,10,7,8,5,8,5,6,11,6,7,6,6,11,10,9,6,5,5,8,8,8,6,12,10,2,5,8,8,11,10,4,5,3,5,7,6,11,2,7,9,5,6,8,6,8,6,13,9,6,8,10,11,7,6,12,3,8,3,5,8,11,9,7.54
1.15,10,10,11,5,7,10,6,5,7,11,5,9,4,3,8,6,8,7,11,9,7,13,10,7,8,6,7,10,7,11,6,7,8,10,10,16,8,6,7,8,8,5,8,7,9,12,5,12,8,8,11,10,8,5,6,6,7,8,6,7,10,7,7,7,7,8,11,7,2,4,7,7,7,8,12,3,8,11,8,6,9,8,3,7,13,8,9,6,10,9,8,6,9,10,10,5,4,6,6,9,7.82
1.2,11,10,8,7,10,8,5,6,12,10,6,8,5,5,8,6,7,10,10,7,6,14,10,10,13,8,6,8,10,12,5,8,11,9,11,19,8,6,9,4,10,6,11,11,9,10,6,11,11,8,9,13,6,6,5,4,10,12,6,11,6,8,6,8,7,7,12,6,6,4,12,8,11,10,9,5,6,11,8,6,9,11,3,6,10,8,11,6,11,8,4,8,9,14,11,7,4,5,9,9,8.4
1.25,9,7,7,9,8,11,6,6,15,11,8,8,8,8,8,9,7,10,9,7,8,9,9,10,15,11,6,6,10,11,8,8,10,9,8,16,11,6,7,8,7,7,10,12,12,10,10,8,13,13,6,13,9,5,8,7,8,12,5,14,7,10,12,12,8,10,12,4,12,6,11,15,12,7,17,11,9,11,8,3,12,12,8,4,7,9,15,10,10,8,4,7,9,19,9,9,7,11,5,9,9.27
1.3,7,6,3,8,6,12,11,5,16,8,9,12,9,8,11,9,11,9,10,4,13,4,7,10,13,11,7,6,12,8,8,8,7,9,11,17,10,6,12,11,7,9,11,8,11,9,9,9,11,11,8,10,7,8,10,6,13,10,2,6,7,11,9,15,10,12,11,8,9,4,8,12,14,7,14,13,9,15,4,4,12,14,9,6,8,11,14,13,10,7,6,9,11,13,9,10,13,13,5,9,9.37
1.35,4,8,3,6,5,8,9,6,9,7,9,16,8,5,10,7,7,10,7,3,11,6,5,9,10,9,11,6,10,8,6,8,6,9,11,11,10,8,15,10,7,9,9,10,9,13,11,13,8,10,10,7,5,10,11,7,13,8,2,5,10,10,6,15,8,8,17,10,7,4,7,8,15,9,10,11,10,16,5,9,11,8,12,10,10,12,10,13,8,9,8,10,8,12,8,9,13,11,8,10,8.98
1.4,7,10,3,8,7,8,5,11,7,4,8,14,5,3,6,8,10,11,11,7,8,5,3,10,7,10,9,6,7,7,7,9,10,6,9,12,11,10,14,12,7,12,9,6,7,14,9,13,5,12,12,9,5,11,7,6,7,7,5,6,12,9,7,14,4,8,12,11,6,5,12,7,10,12,5,10,10,11,8,8,11,8,16,13,10,10,11,11,7,11,9,9,6,10,7,5,9,9,11,15,8.73
1.45,11,11,7,10,8,11,4,9,5,8,8,13,10,5,4,9,11,9,13,6,7,7,7,10,9,10,7,3,9,5,7,8,15,5,10,8,10,12,12,13,12,15,7,5,7,13,5,10,4,11,11,8,3,8,7,7,7,7,4,11,12,11,5,10,4,10,10,10,6,3,13,7,10,8,4,12,7,9,13,10,9,9,12,14,10,10,9,14,6,7,10,10,6,13,9,7,6,8,10,13,8.74
1.5,12,7,10,12,9,11,4,13,4,11,11,12,14,6,4,10,10,11,18,3,5,7,8,11,8,17,5,3,11,12,7,7,15,8,9,10,8,13,6,12,11,11,9,5,8,12,5,12,6,9,9,9,3,8,6,10,9,8,4,13,10,12,8,10,8,11,10,8,3,2,14,7,10,7,4,10,10,9,14,9,7,13,9,11,9,4,9,14,8,8,11,9,11,12,9,7,4,9,8,11,9
1.55,10,5,9,13,6,12,4,11,7,17,9,12,13,6,7,11,9,13,16,3,4,7,8,10,9,13,4,4,10,8,13,7,12,5,9,8,8,12,8,13,8,6,10,11,10,14,5,13,8,13,6,10,4,7,8,7,6,6,6,11,10,13,6,10,11,13,4,7,5,4,13,9,10,7,5,13,12,9,11,8,9,14,12,7,12,6,10,15,8,10,5,10,10,10,10,12,6,8,6,9,9.03
1.6,8,11,8,15,6,12,7,9,12,17,12,14,13,7,8,11,8,15,11,2,6,5,6,5,6,7,6,7,9,7,14,5,8,4,7,11,10,6,8,12,8,6,13,11,11,14,7,10,8,12,8,10,6,6,9,6,4,5,6,11,10,11,7,10,11,12,5,8,8,6,9,10,11,5,6,10,10,11,11,9,8,12,15,9,11,6,10,15,7,10,6,14,14,10,10,11,2,10,6,11,9.03
1.65,11,12,6,12,8,9,5,7,16,14,4,12,10,8,5,11,8,12,9,4,11,4,9,2,5,7,7,6,9,6,15,6,6,7,6,8,9,7,10,16,9,5,15,8,8,11,10,9,6,11,10,6,5,9,10,6,5,6,7,12,8,14,8,8,10,9,6,8,8,5,10,9,11,6,5,12,12,6,11,11,11,12,17,10,11,8,8,11,6,9,6,15,13,10,8,7,3,10,8,9,8.76
1.7,9,12,4,11,8,11,4,6,13,15,4,11,9,5,4,7,9,8,11,6,8,5,5,4,6,9,9,4,7,8,17,6,9,9,7,8,11,11,12,17,14,5,11,9,5,8,7,7,6,8,13,8,6,12,8,7,7,6,5,11,10,12,6,6,8,9,5,9,6,4,15,5,6,10,6,8,10,7,14,10,9,10,19,10,11,11,9,9,6,8,6,10,11,9,9,7,1,10,11,10,8.54
1.75,12,10,3,13,7,13,3,7,12,12,5,12,7,3,5,6,10,6,12,14,7,9,0,6,7,11,7,4,11,9,13,8,12,5,8,9,12,13,9,15,14,7,10,7,7,10,6,9,8,11,10,11,9,13,10,4,7,8,6,8,12,10,7,7,10,9,4,10,5,3,15,8,6,12,8,11,9,6,14,10,7,12,15,12,7,9,8,7,7,11,8,7,6,16,10,7,4,7,10,14,8.82
1.8,11,8,4,13,6,20,3,6,8,12,15,13,5,3,8,8,8,6,15,14,8,9,2,12,6,15,7,6,12,16,14,10,9,5,8,16,16,14,11,14,11,7,10,11,9,7,8,11,15,12,12,10,10,11,10,3,7,10,6,7,11,7,10,7,13,9,4,9,8,6,14,12,9,12,7,11,11,7,12,6,10,11,12,15,6,7,10,8,5,10,8,9,6,15,13,8,6,8,12,15,9.62
1.85,11,5,4,12,8,19,4,6,10,11,15,17,5,7,7,7,4,7,13,12,5,9,6,13,13,14,12,9,12,15,11,8,4,4,4,16,15,12,10,11,10,6,12,13,6,11,9,8,14,14,12,9,12,12,10,3,13,9,9,6,10,7,11,8,15,12,8,10,12,6,14,12,8,10,9,14,7,10,10,5,11,12,13,12,7,5,14,9,5,11,9,10,10,16,14,13,11,8,11,12,9.96
1.9,10,10,2,11,9,16,7,8,10,11,12,17,5,11,8,7,1,9,11,8,4,6,8,11,16,16,17,7,13,15,10,9,2,4,5,16,14,12,7,16,8,8,10,9,13,15,15,8,8,12,8,12,17,9,10,5,12,7,12,8,12,10,7,9,15,10,11,11,11,8,15,10,11,7,11,15,5,10,13,6,11,13,12,15,10,6,13,10,4,11,6,8,15,14,12,10,10,8,9,13,10.14
1.95,10,12,3,8,10,14,5,9,9,7,9,16,7,11,9,11,6,7,11,13,7,7,6,13,18,10,18,7,10,12,12,10,3,3,6,12,11,14,10,18,9,8,9,5,9,15,16,9,4,10,7,11,21,10,10,6,11,8,7,7,16,10,7,8,13,8,14,12,11,10,16,9,12,9,12,15,9,9,12,7,11,10,14,9,17,8,12,13,6,9,6,9,14,17,10,7,5,11,14,10,10.17
2,10,12,4,9,7,11,6,9,10,12,11,15,9,10,12,12,8,7,10,15,7,5,8,9,20,6,14,4,9,12,12,10,9,6,8,11,11,14,14,15,9,6,10,5,8,13,11,7,3,13,8,12,14,10,5,7,9,9,7,11,14,8,6,7,12,5,11,10,9,11,15,11,8,13,10,13,12,11,19,10,15,8,20,6,15,13,12,11,6,12,4,11,16,14,12,8,5,11,17,17,10.28
2.05,15,14,7,10,10,11,2,11,10,16,14,15,5,4,10,12,12,9,7,13,7,6,6,12,17,11,12,4,13,14,11,10,8,10,8,11,12,11,12,13,3,10,12,5,11,10,11,12,4,13,8,12,10,11,3,15,9,11,10,11,11,7,5,9,12,5,7,7,9,8,10,10,9,12,9,12,8,12,18,14,8,11,20,5,7,12,11,9,7,11,4,8,17,13,13,7,6,11,17,18,10.15
2.1,12,11,10,8,11,12,5,7,8,20,17,12,5,7,8,12,17,12,6,12,9,6,6,16,16,9,13,7,12,16,12,12,6,9,11,14,11,11,12,12,3,12,14,6,7,11,13,10,3,13,10,12,11,10,4,13,7,10,12,11,9,8,8,7,13,7,7,7,13,10,9,12,11,13,3,12,8,15,15,10,8,12,13,6,5,10,12,11,8,14,5,9,12,13,17,11,2,13,15,20,10.37
2.15,11,9,11,8,8,13,8,4,5,17,17,15,7,9,6,14,16,11,6,7,11,7,7,16,17,9,14,15,10,12,11,10,4,8,8,16,9,14,9,12,5,10,12,8,10,12,16,10,5,15,10,16,12,11,7,13,13,10,14,9,8,6,9,9,13,12,7,9,16,11,9,12,13,11,5,14,7,18,13,9,6,15,11,7,7,13,16,7,8,11,7,8,15,12,13,16,1,13,17,18,10.71
2.2,11,13,10,9,11,9,7,8,6,13,9,16,10,10,6,12,10,10,2,8,11,6,10,18,14,8,12,11,7,9,12,9,5,10,8,14,10,14,11,14,8,14,13,9,13,12,12,10,7,10,9,11,14,12,6,12,9,9,10,6,7,9,8,9,12,10,8,14,17,9,15,15,8,9,7,14,6,19,13,9,9,15,10,7,9,13,18,9,6,16,6,7,15,12,11,17,1,16,14,12,10.5
2.25,9,13,11,6,14,10,7,12,6,9,13,17,9,11,6,12,10,10,2,9,6,7,10,15,10,5,13,9,7,8,10,12,10,12,9,14,6,16,13,12,10,10,12,5,13,13,13,9,4,5,9,10,10,10,11,11,8,9,8,11,8,12,7,13,11,8,10,13,10,9,15,10,4,8,6,12,6,14,14,10,11,13,9,5,11,14,14,10,7,13,7,11,19,15,12,13,1,12,12,13,10.13
2.3,11,15,9,4,14,10,3,12,8,11,12,17,8,9,6,12,10,8,2,8,6,6,16,16,9,6,10,6,5,11,10,11,9,14,9,13,5,14,16,14,15,10,8,4,10,16,13,10,4,5,11,9,14,9,12,9,6,9,9,10,7,8,9,10,13,8,7,12,11,6,9,11,4,6,7,12,6,12,16,11,11,9,14,6,9,11,12,10,4,15,8,10,18,16,12,12,3,11,8,12,9.84
2.35,9,14,8,3,9,11,4,9,6,14,16,16,6,7,6,12,12,8,6,8,8,9,11,13,9,7,10,3,5,12,10,12,11,16,10,12,5,15,13,12,10,13,6,4,12,10,15,11,5,9,13,11,7,9,10,10,8,9,7,11,8,6,9,11,14,11,7,8,12,5,6,10,5,9,6,11,5,14,18,9,8,13,11,6,6,8,15,6,4,11,7,7,15,16,13,13,4,8,9,15,9.56
2.4,8,8,11,5,8,12,8,9,6,12,14,14,8,6,4,9,11,10,6,10,12,8,7,10,10,9,9,4,11,13,8,10,12,19,10,8,6,12,11,12,7,15,10,4,10,8,15,10,8,12,12,11,9,9,6,10,12,10,12,11,8,8,12,14,10,13,8,9,14,3,4,9,8,9,5,14,4,14,15,9,6,13,10,10,5,8,12,5,5,9,6,7,16,18,15,14,6,6,14,15,9.71
2.45,9,9,9,5,7,13,10,5,9,9,16,13,10,6,4,9,10,9,5,10,12,7,7,12,9,9,9,10,13,12,8,8,13,15,9,6,9,12,10,14,6,17,12,5,9,9,13,8,8,12,13,16,6,10,5,12,13,9,16,9,8,9,10,10,9,14,8,11,15,5,6,10,7,12,3,13,4,14,14,8,9,10,8,10,7,8,15,8,3,8,5,7,15,13,15,13,8,7,14,8,9.7
2.5,11,8,9,6,8,8,13,9,10,8,12,12,13,3,6,8,9,13,5,8,6,8,9,10,7,10,15,13,14,13,6,7,12,15,5,7,9,9,10,12,11,14,12,5,9,12,12,10,9,8,6,13,6,11,6,12,19,8,13,6,9,14,14,12,13,12,11,16,17,5,6,11,3,18,4,11,5,15,12,7,9,10,8,8,7,9,13,6,3,10,1,8,12,9,13,10,6,8,11,8,9.62
2.55,11,12,5,5,9,6,11,11,10,5,11,11,9,2,7,11,10,10,6,8,6,7,10,8,7,12,19,11,11,15,8,10,13,16,6,7,9,10,14,13,9,16,13,3,11,17,16,13,6,7,6,8,4,10,8,13,17,6,8,7,10,16,10,12,13,12,14,12,13,6,10,12,5,15,7,11,7,16,12,5,9,13,10,10,8,6,13,5,5,13,6,9,16,10,11,9,7,6,11,8,9.83
2.6,11,12,4,4,8,9,9,14,8,12,12,13,10,3,9,11,11,9,7,14,6,7,13,11,7,10,16,12,6,10,5,15,12,13,5,9,11,13,11,12,13,15,12,3,11,17,17,14,5,8,7,10,3,8,9,13,15,8,7,7,13,12,12,12,11,10,12,9,10,7,10,11,2,12,14,13,3,18,13,2,8,13,13,10,10,9,9,3,5,10,7,6,11,12,8,12,7,6,11,13,9.85
2.65,8,11,6,6,8,12,12,17,7,11,13,12,5,6,9,14,13,7,8,14,10,9,12,9,8,12,12,14,7,7,7,15,11,12,8,12,13,10,11,13,9,12,8,3,9,14,13,13,8,5,9,9,3,6,8,14,14,12,11,11,10,8,13,7,9,10,8,4,12,5,9,10,3,11,15,12,2,15,16,3,8,11,13,10,8,8,8,5,4,9,8,4,12,15,9,16,10,4,12,17,9.75
2.7,10,9,5,12,7,13,8,12,4,10,18,7,6,9,7,11,12,7,3,8,15,7,9,7,9,11,15,14,8,7,5,16,10,15,10,12,11,15,8,9,4,12,7,5,10,16,8,13,11,7,11,8,4,10,7,16,10,14,14,16,10,7,12,8,10,9,6,4,14,4,5,12,3,12,12,11,3,12,18,5,11,8,13,14,10,8,9,7,2,10,10,7,12,18,14,17,11,5,14,16,9.87
2.75,9,11,4,11,6,10,8,9,4,9,16,10,7,9,7,10,12,8,4,9,11,5,10,9,9,6,13,18,7,11,5,12,6,14,13,13,12,15,8,6,5,7,7,5,11,15,9,13,11,9,12,4,8,9,8,15,11,13,19,16,8,8,15,9,13,8,5,6,16,5,5,8,5,15,9,8,3,7,13,5,13,11,10,13,10,6,12,10,4,10,8,9,12,15,13,8,14,5,12,13,9.62
2.8,6,12,4,9,6,6,8,9,7,9,12,15,7,10,8,8,6,9,6,9,5,10,12,10,7,6,14,15,12,8,7,7,10,14,13,6,10,15,4,5,2,8,8,5,12,12,8,12,9,7,11,5,8,9,6,13,11,11,17,10,11,10,15,9,11,9,5,6,18,7,11,7,5,12,11,8,5,9,12,5,11,12,8,12,14,7,11,10,9,9,7,12,14,14,9,8,10,10,12,5,9.3
2.85,6,14,3,7,7,6,7,12,7,8,11,13,10,9,10,7,8,7,7,9,5,11,12,14,9,5,12,15,11,12,6,5,12,14,9,10,7,14,2,7,2,8,10,4,10,14,9,11,8,6,11,3,10,10,9,15,9,10,16,8,14,11,11,7,10,8,9,5,13,9,12,7,2,11,8,9,9,12,14,4,11,11,10,9,17,6,10,7,11,10,11,12,13,12,10,8,10,8,12,4,9.3
2.9,7,12,6,9,9,8,6,16,5,8,13,13,9,10,7,7,8,5,8,13,9,11,8,14,6,7,11,12,8,12,5,7,6,15,12,10,5,16,6,9,3,10,7,4,11,12,13,13,9,4,12,3,6,9,15,13,14,12,10,9,10,11,10,6,7,12,12,5,10,11,8,6,2,9,8,10,10,9,15,5,8,13,12,8,19,10,12,8,10,10,13,13,13,16,9,9,11,8,12,2,9.49
2.95,10,8,7,7,8,10,7,16,4,11,13,12,8,12,14,6,9,4,10,15,8,10,7,9,11,10,10,13,7,12,4,9,9,10,12,10,5,13,10,12,3,10,6,6,9,9,13,8,13,8,10,8,3,11,13,20,13,15,11,12,6,9,11,8,9,11,12,5,8,12,7,3,4,9,8,10,11,10,15,4,9,10,15,6,17,9,11,8,9,9,16,13,9,18,9,8,13,7,15,3,9.69
3,9,9,5,6,7,12,5,15,3,11,11,11,9,12,13,8,8,7,9,16,13,9,8,5,11,13,7,13,9,11,4,11,10,10,12,9,5,13,9,9,5,10,6,8,8,8,16,8,17,7,10,10,6,8,11,17,12,13,8,12,9,10,12,11,12,12,10,8,8,10,7,3,6,12,7,7,10,9,15,4,10,15,11,4,15,11,8,7,4,6,13,13,9,14,9,11,10,6,15,6,9.56
3.05,6,7,6,8,7,12,4,12,2,10,11,11,8,12,15,9,9,10,12,17,13,9,12,6,11,12,9,16,10,14,5,6,13,9,10,7,4,11,9,9,5,7,7,9,9,8,14,9,18,6,7,10,10,9,10,14,11,13,13,11,8,9,10,15,14,12,10,8,5,7,6,5,10,15,4,8,10,10,13,5,12,14,12,3,15,10,11,7,4,8,12,12,11,11,11,13,10,5,12,4,9.64
3.1,5,10,6,6,7,11,10,11,3,11,10,10,10,11,15,11,8,11,10,13,9,9,12,6,12,11,10,20,11,12,5,7,16,15,11,5,7,8,9,11,6,10,8,13,10,10,12,15,15,3,6,8,10,7,12,15,7,9,15,10,7,10,10,14,14,13,10,6,4,9,8,10,9,13,7,5,8,11,13,2,12,13,10,5,10,7,11,6,5,11,10,15,11,8,11,12,11,6,12,3,9.68
