,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,4,3,6,1,5,6,6,3,6,6,3,3,4,4,7,3,9,7,2,4,2,7,8,1,4,2,5,3,3,3,5,3,2,2,4,6,1,3,3,5,5,2,1,10,4,4,6,5,4,6,2,6,8,4,4,5,5,6,2,5,5,5,3,3,3,4,6,7,4,4,9,7,3,5,7,8,2,4,7,1,3,4,3,5,2,4,1,4,4,3,4,8,6,5,1,4,3,2,4,6,4.31
0.55,4,3,6,1,5,6,7,2,5,3,4,3,4,3,6,4,6,4,2,2,4,6,5,1,6,2,3,4,5,3,3,2,2,2,3,2,1,3,5,4,5,3,1,8,5,2,5,3,4,3,4,5,4,4,2,1,4,8,1,4,4,4,3,1,2,5,5,4,3,4,7,5,3,3,4,5,3,5,6,1,3,2,3,4,3,4,1,2,4,3,5,8,10,5,2,2,3,2,2,4,3.71
0.6,4,3,3,4,2,6,10,2,6,2,5,4,4,4,5,5,3,3,2,2,5,7,7,1,5,2,6,5,5,5,3,3,5,2,2,1,6,4,8,3,3,3,3,8,5,1,2,4,4,2,6,4,3,4,2,2,5,5,3,5,3,4,3,3,2,4,7,4,5,5,5,2,3,4,2,4,6,6,5,2,4,2,5,4,4,4,2,2,7,3,5,9,11,6,4,3,4,4,6,6,4.12
0.65,3,3,4,7,5,7,13,2,7,2,4,5,7,9,8,6,7,2,2,4,3,10,8,3,9,3,8,8,4,8,6,7,4,1,3,3,8,10,7,7,1,5,6,10,6,4,3,5,5,3,10,6,2,4,3,5,4,4,6,6,4,4,4,2,6,4,7,5,6,6,7,3,2,3,3,7,6,7,7,3,4,5,7,8,7,6,4,2,10,2,7,10,12,7,8,4,5,3,7,4,5.43
0.7,3,4,4,9,8,8,8,1,7,5,2,8,7,9,6,4,9,5,3,3,1,10,7,3,8,5,9,8,5,10,7,8,6,2,4,3,8,10,9,8,1,6,6,8,8,6,6,6,5,2,8,8,3,4,5,8,4,5,8,5,2,6,5,3,9,7,5,6,5,6,7,5,2,6,3,8,6,4,11,4,4,8,6,7,10,8,7,3,12,3,6,8,7,6,9,5,8,7,9,8,6.07
0.75,3,3,3,10,5,7,7,1,3,3,4,6,5,7,4,3,7,7,2,2,2,8,5,5,8,5,8,6,7,6,10,7,7,2,7,3,7,10,8,8,1,6,5,9,6,4,6,4,4,4,7,6,4,4,6,8,4,7,8,8,3,7,4,3,7,4,5,7,4,4,7,10,2,4,4,8,4,6,9,2,5,4,8,9,10,10,12,2,8,4,4,9,5,7,11,5,9,4,10,7,5.79
0.8,3,3,4,8,3,6,8,1,4,3,4,4,7,6,5,4,6,6,1,1,3,7,5,6,6,5,5,3,10,3,6,7,6,2,6,1,5,8,5,7,2,3,5,11,5,4,5,4,1,6,7,4,6,3,4,7,4,4,6,8,3,6,5,4,5,5,5,6,2,3,7,10,2,3,7,8,3,9,9,1,5,2,7,7,9,6,6,1,8,4,4,9,4,8,12,6,6,5,9,8,5.21
0.85,4,5,2,5,4,8,9,3,5,7,5,5,5,6,7,4,8,4,2,3,4,5,6,7,6,3,6,4,8,2,6,5,7,4,3,1,2,6,4,3,3,2,3,10,5,4,7,4,2,8,7,5,3,5,3,8,6,5,3,7,4,5,8,6,6,3,5,4,5,3,5,10,3,4,9,4,4,9,9,2,5,2,5,7,9,6,5,2,6,1,5,12,9,8,10,6,6,8,8,7,5.28
0.9,3,7,4,10,5,11,9,5,6,6,9,6,6,10,8,6,8,3,2,5,9,7,8,7,8,4,6,8,6,7,5,4,8,5,2,4,3,6,8,5,4,5,2,9,6,6,5,6,3,8,8,11,2,6,5,7,8,5,6,7,6,5,8,8,8,5,6,3,10,5,7,11,6,5,11,5,8,10,9,3,6,4,4,6,9,9,4,3,7,2,6,10,8,9,8,5,8,8,9,5,6.37
0.95,2,7,5,8,6,8,10,6,7,7,9,7,7,9,11,7,9,4,3,9,8,6,7,6,10,7,9,10,6,8,5,4,9,7,3,8,5,6,13,6,6,5,5,10,10,7,3,6,7,9,8,12,0,9,6,7,8,5,10,7,9,7,13,8,8,5,6,5,14,5,9,12,6,8,10,7,12,9,9,4,7,8,9,9,8,9,7,4,8,4,8,12,9,14,12,5,4,8,7,7,7.49
1,3,6,6,9,10,11,11,8,7,5,11,8,10,7,10,8,8,4,5,4,7,6,9,8,10,13,13,7,8,6,9,6,7,4,2,6,7,7,15,8,7,11,6,11,9,9,3,7,8,7,8,10,1,9,9,9,9,6,11,7,11,6,13,7,5,5,8,5,11,5,13,12,4,7,6,7,16,9,11,5,9,15,13,11,7,9,4,4,6,7,8,10,5,13,8,4,3,8,9,6,7.91
1.05,4,5,5,7,7,12,9,5,4,4,10,8,12,11,7,5,8,8,4,1,5,5,7,5,11,11,9,6,13,3,11,6,8,3,4,5,9,7,14,8,6,10,6,11,8,8,3,6,7,8,6,7,5,6,8,7,10,6,9,7,8,5,8,6,4,7,5,4,10,5,10,14,3,8,4,10,9,10,8,4,9,9,11,11,7,7,5,3,8,9,9,8,6,11,10,5,4,8,9,6,7.27
1.1,10,4,7,8,8,7,10,4,7,5,10,9,8,10,9,6,9,6,4,2,6,4,7,4,11,9,9,5,12,3,5,10,10,3,5,6,10,8,13,7,7,8,7,11,8,8,4,3,8,11,9,5,8,3,9,5,9,8,7,7,8,8,8,8,6,8,7,3,6,8,8,11,7,7,5,5,9,12,7,2,3,10,8,7,8,4,5,4,8,9,8,8,8,8,7,7,4,7,7,3,7.11
1.15,14,7,8,7,6,8,8,4,10,7,6,10,9,8,13,5,11,8,6,5,6,5,9,6,11,5,8,2,7,6,5,11,11,2,6,5,8,6,9,6,6,8,6,10,10,6,4,3,9,11,8,7,5,6,7,8,7,6,4,9,6,8,8,11,8,9,9,4,5,9,10,12,9,7,9,4,13,9,11,7,3,7,8,6,7,5,5,1,8,6,8,12,11,11,5,8,6,12,7,6,7.44
1.2,12,14,9,7,11,8,8,6,6,8,12,10,6,8,13,9,11,5,8,7,4,3,7,8,10,5,10,7,7,10,7,10,11,3,8,9,7,5,7,5,8,7,4,9,7,6,4,4,7,8,10,13,3,6,5,12,7,9,8,11,8,12,11,12,4,8,12,7,4,10,7,10,11,11,13,4,13,6,10,7,6,8,9,7,8,8,10,6,9,8,11,13,10,11,7,5,7,11,7,9,8.19
1.25,7,14,11,8,10,13,6,5,9,9,18,11,4,8,14,11,11,7,6,10,4,7,8,7,13,7,11,11,7,15,10,11,9,3,11,9,9,6,7,6,10,6,7,9,7,6,6,6,6,7,9,9,3,7,6,14,8,11,10,8,8,12,10,13,3,7,14,12,8,10,9,11,10,13,14,5,16,3,12,8,10,9,11,10,11,14,10,7,8,10,13,14,8,11,9,4,6,11,12,11,9.15
1.3,6,10,11,7,10,10,7,6,7,10,17,7,10,7,9,9,10,9,3,11,4,9,6,5,11,10,15,10,7,14,10,11,8,3,8,7,14,6,7,8,8,9,12,8,8,7,6,7,5,6,9,11,7,8,9,12,10,13,11,5,5,11,8,12,5,6,9,10,15,7,12,11,6,12,9,3,16,3,12,12,9,12,9,14,11,16,10,10,10,10,11,10,9,12,11,5,5,14,12,10,9.14
1.35,8,6,9,8,6,11,7,7,5,11,14,6,10,7,11,6,13,10,2,6,3,8,9,3,12,12,10,8,7,12,8,12,5,4,9,4,9,12,8,8,7,8,9,10,8,9,10,7,5,7,10,8,9,8,8,10,7,14,15,6,4,9,5,11,4,7,6,9,12,9,13,8,3,8,7,4,15,5,13,11,8,9,6,14,7,12,10,11,15,9,10,8,6,12,9,4,5,13,11,8,8.51
1.4,13,6,6,6,6,8,11,5,5,14,9,9,5,3,10,3,13,12,5,6,4,9,11,8,13,7,7,6,14,10,8,12,5,6,5,5,12,11,8,9,6,6,6,10,3,9,12,4,3,5,8,8,10,9,5,10,6,15,11,11,4,8,7,8,6,7,3,4,9,9,10,9,2,7,6,5,9,9,8,8,4,9,7,14,7,9,10,8,14,5,12,10,6,12,9,4,6,6,8,10,7.9
1.45,14,9,8,7,7,9,14,5,7,12,6,11,5,4,12,2,7,10,10,10,5,3,15,11,17,7,4,7,11,6,8,8,8,6,6,6,11,8,6,7,11,8,6,13,6,8,10,5,5,7,8,10,8,10,6,11,5,9,9,10,6,11,8,8,8,4,9,4,7,12,8,11,6,7,7,4,9,5,9,8,4,9,8,11,8,8,12,8,13,9,9,9,7,14,6,4,9,7,9,9,8.18
1.5,12,8,9,7,9,9,12,6,7,14,5,13,10,5,11,6,4,10,10,13,7,3,14,14,14,4,6,7,9,10,8,10,10,7,5,9,10,6,9,4,7,8,7,14,7,9,9,7,9,8,6,9,7,11,7,12,9,9,10,6,9,16,12,11,10,8,17,7,5,15,9,9,11,12,9,6,10,4,9,13,4,6,6,9,10,11,16,9,5,13,9,11,7,15,7,4,10,6,10,8,8.95
1.55,10,10,8,5,8,10,11,10,7,15,9,12,12,9,10,10,3,12,10,14,8,3,12,15,10,5,10,13,7,11,12,10,9,6,6,12,5,7,11,6,12,13,9,12,12,8,10,12,9,6,7,11,5,10,6,13,7,11,7,4,12,15,11,11,6,11,14,10,6,18,9,8,10,16,12,6,13,4,13,16,9,3,8,10,9,12,14,15,7,13,6,16,8,15,3,5,10,7,11,9,9.68
1.6,8,11,8,7,6,7,9,9,5,9,7,11,18,7,10,7,3,12,8,20,8,6,13,16,11,6,13,12,5,12,12,8,7,5,7,12,4,10,14,8,10,14,9,11,13,5,7,8,9,7,8,12,5,9,5,14,5,8,7,6,13,10,10,7,2,12,13,13,9,14,10,7,8,14,9,6,11,7,10,9,10,4,9,11,9,8,17,13,7,11,5,14,5,15,5,5,9,11,13,12,9.3
1.65,5,10,6,8,4,4,7,9,7,12,6,8,19,5,10,9,4,15,4,15,7,8,12,16,11,5,10,11,6,11,11,8,7,5,4,10,4,10,16,7,7,17,9,11,8,3,7,9,8,6,10,10,5,7,6,6,8,6,7,5,14,8,8,6,3,6,13,11,11,12,8,9,8,11,5,7,7,10,9,9,11,5,10,9,10,6,13,15,8,8,4,11,5,15,5,6,8,11,10,10,8.56
1.7,5,6,8,8,4,4,6,11,6,12,4,3,11,4,6,6,8,14,9,11,5,10,11,11,8,7,9,9,6,12,11,9,5,5,5,8,4,8,13,5,5,15,10,13,11,6,11,4,5,8,10,6,7,13,5,4,8,7,8,4,13,10,9,9,5,6,7,9,10,12,8,11,10,10,9,10,4,7,9,8,9,9,9,7,12,6,10,13,10,6,6,7,6,14,6,10,9,9,7,5,8.13
1.75,6,8,8,6,7,9,4,11,12,9,3,8,9,4,6,7,7,14,13,11,4,8,15,7,10,7,10,6,7,8,8,9,4,7,6,10,4,7,12,7,9,14,6,14,13,8,11,4,8,15,8,3,6,13,8,6,7,5,13,4,13,11,13,17,9,7,5,7,5,16,7,10,10,14,10,10,2,3,7,9,9,8,9,7,12,5,8,12,12,5,6,6,7,12,4,13,9,12,6,7,8.47
1.8,8,9,8,6,6,15,1,14,12,9,6,11,12,4,6,8,7,14,14,18,7,7,13,15,14,6,11,9,7,10,10,7,6,8,7,11,6,5,9,8,8,14,5,12,14,9,11,6,6,15,6,6,8,16,5,8,9,6,11,4,16,15,13,13,6,10,5,6,7,16,9,7,12,14,10,11,5,3,7,12,7,6,6,5,12,12,8,10,11,3,10,6,11,7,3,13,8,11,9,12,9.1
1.85,10,9,9,5,10,16,4,14,10,12,8,8,12,9,6,9,7,11,14,16,9,7,12,20,15,5,13,10,7,14,9,6,10,5,10,11,6,7,11,9,7,16,2,6,18,10,8,8,6,14,9,7,7,16,8,11,11,5,10,6,17,16,11,12,5,10,10,4,8,14,9,11,14,14,9,9,8,6,10,13,11,4,7,4,14,15,12,11,8,5,7,12,9,5,5,10,6,13,8,13,9.69
1.9,10,9,12,3,9,14,6,16,10,10,10,6,11,6,7,8,9,12,10,15,10,9,11,17,13,7,11,7,9,19,11,8,14,6,14,7,3,11,14,7,6,13,5,6,17,11,8,13,10,11,10,10,6,12,9,13,11,8,9,7,14,17,9,10,8,12,13,3,12,14,7,7,12,14,8,6,10,8,13,16,16,3,11,5,14,12,15,9,6,7,5,16,6,7,6,8,7,12,13,11,9.98
1.95,6,6,8,6,5,11,9,13,13,10,9,5,11,4,11,10,8,10,11,14,5,8,9,12,13,8,10,6,9,11,10,10,12,6,16,8,2,8,15,7,7,11,10,10,14,10,11,11,6,10,12,11,6,10,7,10,12,13,9,6,11,17,9,11,5,13,13,4,18,16,5,11,8,11,5,6,7,13,10,18,19,7,10,9,14,10,14,11,5,8,6,11,5,9,11,10,6,11,9,7,9.64
2,6,5,7,7,7,10,10,9,13,9,7,9,9,4,10,10,9,12,11,10,5,8,7,10,10,8,7,6,8,10,12,13,13,5,16,7,3,3,12,9,5,11,7,9,11,9,13,12,5,14,13,12,6,12,8,12,9,14,10,6,8,14,9,10,5,11,15,5,14,12,5,11,10,9,6,6,8,14,6,13,11,6,7,15,13,6,9,13,5,10,6,11,7,6,11,10,9,13,7,2,9.12
2.05,7,4,11,10,9,7,9,8,18,9,5,11,8,3,13,9,9,19,10,10,3,6,9,11,8,6,8,5,9,8,11,12,11,9,11,8,3,7,10,10,12,9,8,8,10,9,14,13,4,20,15,8,7,10,7,9,8,9,13,6,8,12,6,9,8,10,15,5,9,12,8,6,11,14,6,9,11,10,5,7,10,4,7,19,12,8,11,14,7,9,9,10,10,4,7,11,11,11,10,8,9.26
2.1,5,3,10,8,10,9,10,8,15,9,3,13,5,5,10,4,7,19,12,12,4,5,11,10,10,7,13,5,5,11,10,14,10,9,11,4,6,9,13,10,10,11,8,6,8,8,12,13,4,16,9,7,10,14,10,9,9,9,11,7,13,10,8,10,11,6,14,4,10,13,9,4,13,15,6,10,9,12,3,8,11,6,9,12,13,13,12,14,6,5,12,7,14,8,6,8,9,11,12,12,9.33
2.15,3,11,10,7,6,8,8,7,9,13,7,11,7,5,10,7,12,19,14,15,7,4,14,8,12,6,14,8,4,13,12,12,13,6,13,7,8,13,13,8,12,11,9,5,16,7,12,11,8,17,7,12,10,10,10,11,9,9,12,8,17,8,6,12,13,8,12,5,9,9,9,6,12,16,5,11,12,13,7,13,14,8,11,10,12,10,16,14,3,6,10,9,13,9,9,6,10,12,14,15,10.04
2.2,2,15,11,5,5,5,11,9,5,12,11,11,7,9,9,8,12,20,16,14,7,6,7,8,12,8,14,13,5,10,10,12,12,8,12,9,5,11,13,8,11,9,8,3,18,9,12,16,12,11,6,13,8,8,7,12,8,12,13,10,12,8,4,10,13,6,14,6,12,8,4,9,11,12,4,11,20,16,11,15,13,8,12,6,11,5,21,16,7,6,8,11,10,8,9,10,9,9,13,11,10.02
2.25,1,14,14,5,2,6,11,12,9,9,14,10,7,8,8,12,10,15,13,16,6,9,6,7,11,8,12,14,6,10,9,15,8,8,9,9,7,10,12,6,6,9,9,3,12,10,11,15,10,9,7,12,7,8,7,8,6,14,15,11,8,9,2,10,12,6,11,7,16,8,5,13,10,7,5,6,16,19,14,16,9,9,12,8,10,7,21,17,12,6,13,9,8,6,9,12,13,9,14,10,9.81
2.3,5,14,11,5,5,8,9,11,11,6,16,8,7,6,8,15,9,17,13,14,4,13,7,8,9,5,11,13,11,13,8,14,10,10,7,9,8,5,10,3,6,6,12,5,11,11,10,13,10,11,7,8,7,12,7,8,9,9,12,13,4,9,5,13,7,12,10,9,19,9,5,10,7,11,7,8,14,16,12,16,11,9,11,15,9,8,14,15,13,9,12,9,11,7,8,14,12,10,13,6,9.82
2.35,7,13,10,8,7,10,9,6,16,7,16,4,5,5,5,15,8,15,12,9,5,16,9,9,6,7,11,12,13,22,6,13,8,8,4,7,9,6,14,3,7,11,13,7,8,15,9,11,9,17,5,7,10,15,5,10,9,8,15,12,7,8,5,11,5,15,9,8,15,8,6,10,8,17,7,8,14,12,8,14,11,7,9,18,10,9,11,11,13,7,8,7,13,4,10,13,12,9,8,7,9.7
2.4,9,11,8,10,8,10,10,8,19,7,16,9,2,7,5,11,11,12,11,6,11,13,8,8,10,9,8,8,12,19,7,13,8,11,7,7,10,8,13,6,12,8,10,7,11,16,7,9,9,19,5,10,9,13,6,12,13,10,19,11,9,8,11,9,7,14,9,4,10,15,8,8,8,17,11,11,14,12,11,15,10,6,13,12,8,18,12,11,9,8,7,10,15,3,12,12,11,8,8,8,10.14
2.45,8,10,12,9,8,7,8,9,13,9,14,8,1,8,7,10,15,14,13,8,12,11,12,9,9,11,15,9,11,16,8,13,9,7,12,6,11,11,12,8,11,7,11,6,14,14,7,9,10,16,7,9,14,12,6,13,10,13,16,11,9,8,15,9,8,13,11,6,8,14,7,9,8,14,9,11,12,13,9,14,9,9,12,6,9,21,14,14,6,10,8,9,20,5,10,14,10,5,10,8,10.35
2.5,7,10,8,5,10,5,11,11,14,8,15,4,1,8,8,9,14,16,10,8,13,10,13,6,10,12,19,6,9,13,6,15,13,7,9,10,9,10,8,8,12,4,15,9,13,10,8,11,12,11,8,10,10,10,10,15,8,14,10,13,10,11,13,8,9,13,16,7,10,12,5,11,9,9,9,6,10,17,11,14,12,10,13,7,10,16,13,11,7,9,8,7,16,9,13,12,7,7,11,8,10.17
2.55,8,10,6,4,7,6,15,11,10,8,17,5,3,9,9,14,14,19,8,8,13,14,15,7,10,14,18,8,8,12,4,11,12,6,6,11,8,6,6,7,10,5,9,7,13,9,10,12,12,10,8,12,10,11,12,14,6,12,10,10,10,10,15,5,8,12,16,10,15,10,7,11,10,8,11,8,9,16,15,17,11,11,18,12,11,19,15,9,12,6,7,6,12,14,17,10,7,8,13,6,10.36
2.6,6,8,8,2,7,8,10,9,12,11,15,6,4,6,11,13,11,20,8,10,11,13,16,8,9,12,16,12,7,16,8,7,10,7,8,10,7,5,6,7,9,6,6,9,8,8,9,10,14,8,6,12,7,13,10,15,8,12,10,13,11,10,11,6,10,11,10,7,14,10,4,12,5,9,10,10,10,15,14,19,9,10,16,17,10,14,14,7,15,5,9,8,14,12,16,11,10,8,8,7,10.01
2.65,8,12,7,5,10,10,12,8,16,15,17,7,4,5,9,9,12,18,11,7,15,13,17,7,10,10,14,11,9,14,9,6,8,10,9,11,9,5,8,7,9,10,2,13,8,11,6,9,16,15,8,10,11,14,8,11,11,11,14,13,11,11,8,6,8,12,11,5,7,7,9,11,6,10,11,13,10,15,14,16,13,6,12,17,8,10,15,5,16,5,6,11,13,8,16,11,9,7,9,7,10.19
2.7,6,14,8,4,9,6,8,8,12,18,16,9,5,6,7,6,9,12,11,10,12,13,13,8,9,8,13,10,11,18,13,9,8,11,13,10,10,7,9,5,13,8,5,14,12,13,2,10,15,19,8,15,8,16,7,10,16,8,15,11,13,15,9,4,6,11,10,4,6,9,10,12,8,9,11,13,10,15,12,13,12,3,10,13,11,7,14,5,14,10,4,8,14,6,12,9,9,9,10,4,10.03
2.75,7,13,9,4,11,6,6,10,11,12,12,9,7,7,6,9,13,15,10,6,13,12,9,10,12,12,13,8,12,12,14,9,10,10,15,10,11,9,8,8,14,8,7,13,15,9,3,9,13,19,8,15,6,13,11,11,18,11,12,9,10,17,10,2,7,10,15,6,6,7,10,13,11,10,11,14,9,14,11,11,9,4,8,12,10,10,5,6,11,10,6,5,14,6,12,7,15,9,8,5,10
2.8,6,11,9,4,8,8,11,12,9,12,11,4,8,9,6,12,12,17,10,4,14,11,11,11,17,10,15,10,9,14,8,9,10,7,12,8,10,15,4,13,17,8,12,9,13,6,6,6,10,12,6,16,4,6,14,14,16,9,11,12,11,22,7,2,4,9,14,7,10,8,8,15,11,7,7,10,8,18,11,12,6,6,7,11,7,12,7,3,9,8,8,7,14,8,9,7,14,8,9,5,9.74
2.85,4,8,9,3,6,9,10,12,11,10,12,5,6,8,8,12,11,14,9,5,10,15,15,9,15,15,18,10,7,12,6,8,9,7,11,9,7,14,2,12,13,12,12,11,11,6,8,5,10,8,5,13,4,7,14,11,12,16,12,13,10,21,6,1,7,9,11,9,9,7,9,11,7,8,11,10,8,18,8,11,5,8,10,13,12,13,7,4,8,5,8,6,12,10,12,7,12,9,9,5,9.52
2.9,7,13,11,4,9,5,10,12,11,9,15,5,6,6,6,8,10,17,6,10,12,22,14,6,11,13,17,13,6,12,7,4,9,8,7,12,9,6,3,10,9,12,9,6,11,6,7,9,9,10,4,12,5,7,13,11,10,12,13,14,9,19,7,7,7,16,9,11,10,6,11,6,3,10,10,11,10,12,9,9,5,7,15,16,10,12,6,4,14,5,4,12,8,12,8,11,10,8,12,5,9.46
2.95,7,12,12,4,10,8,8,9,17,11,15,10,7,7,7,6,9,14,6,14,15,14,16,5,13,11,14,10,9,12,9,4,6,13,9,8,10,5,3,11,12,16,4,11,12,9,8,9,8,15,1,6,3,12,11,12,11,11,12,14,10,15,7,8,7,15,9,10,7,7,10,7,2,8,9,17,11,11,10,5,6,7,13,12,9,12,6,4,15,6,6,13,10,11,6,12,11,5,11,7,9.54
3,5,11,14,7,12,9,9,9,15,13,12,10,11,11,7,6,6,16,9,10,17,15,13,6,12,10,13,11,7,8,11,2,7,11,14,4,11,7,7,11,14,17,5,10,19,7,3,17,8,17,2,8,7,14,10,14,14,10,14,14,6,15,11,7,6,17,11,10,5,10,9,10,4,6,6,22,12,7,9,5,7,5,10,13,13,11,5,3,13,7,7,11,11,10,6,14,11,9,10,10,9.97
3.05,2,12,14,6,9,11,7,13,13,14,10,8,15,14,10,10,6,15,8,7,15,11,6,9,9,8,11,8,5,8,10,5,8,7,12,7,10,9,6,13,13,13,8,7,15,8,6,17,11,17,6,8,9,8,11,15,10,7,10,12,8,14,11,9,5,16,12,11,5,12,9,14,7,9,4,17,12,12,11,6,6,6,13,15,13,13,11,5,7,10,10,13,14,11,7,9,11,11,17,12,10.1
3.1,3,13,11,4,8,9,9,13,15,12,13,5,13,9,10,14,8,19,5,11,12,10,4,8,9,11,12,9,6,6,12,8,10,6,10,10,11,13,7,8,9,7,12,10,16,10,7,13,11,12,10,9,6,6,7,15,12,6,7,12,9,20,12,7,5,13,13,11,10,13,7,13,8,13,3,15,13,12,12,10,3,10,15,14,10,8,9,7,11,10,7,9,11,7,4,11,11,13,13,12,9.97
