,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,3,8,1,10,13,7,8,5,5,7,9,9,7,5,8,5,11,10,6,3,9,8,13,7,5,4,5,2,5,7,11,9,10,11,5,9,12,5,6,3,7,7,9,7,13,3,6,8,10,6,9,6,8,5,11,3,9,9,10,10,8,7,9,14,10,3,3,9,7,2,8,9,6,6,7,9,16,8,7,9,13,12,2,8,10,10,12,6,4,7,6,7,3,10,6,6,5,8,4,8,7.46
0.55,2,10,1,6,8,7,10,5,4,6,11,13,3,6,9,4,9,9,5,5,11,9,8,6,9,7,7,3,8,11,9,9,8,10,7,8,13,5,3,4,8,5,8,12,13,3,4,6,9,7,7,6,6,5,7,3,7,9,9,10,4,6,9,14,8,3,3,9,9,3,6,10,6,6,8,11,12,7,9,10,10,8,4,8,7,9,10,7,4,6,7,7,1,9,7,6,3,7,2,11,7.18
0.6,3,15,5,5,5,8,12,6,5,7,9,13,5,3,11,4,8,8,9,7,11,7,8,6,9,5,5,2,9,12,10,6,6,5,6,8,10,7,4,6,13,7,10,15,13,5,7,8,8,8,5,6,7,5,5,7,10,6,6,10,7,5,8,12,6,4,3,7,9,3,9,10,9,6,9,11,10,9,10,9,5,5,9,10,6,7,10,7,5,10,5,7,5,8,7,7,4,5,4,12,7.45
0.65,5,16,6,7,6,13,14,10,8,9,12,14,7,6,9,6,5,8,12,6,11,7,10,10,11,4,5,6,9,16,11,3,8,5,7,10,12,9,9,6,15,9,9,17,13,3,4,9,8,10,8,5,11,8,7,8,13,9,6,12,9,3,7,11,9,3,6,9,8,3,8,13,11,8,12,10,9,11,13,11,5,5,9,14,9,7,12,9,6,10,7,9,6,10,10,4,4,3,6,10,8.61
0.7,11,13,6,12,7,7,16,9,9,12,14,12,5,7,13,6,8,8,12,7,15,12,10,11,10,4,8,7,9,14,14,8,9,8,10,9,15,9,10,4,10,11,14,16,13,4,5,10,8,13,7,6,9,7,8,9,14,8,10,14,8,2,10,10,9,4,5,11,10,2,10,10,10,8,12,9,8,9,13,12,10,6,7,18,10,9,14,10,10,15,6,11,4,8,12,5,6,2,7,11,9.39
0.75,12,12,11,10,6,6,12,9,7,8,13,8,5,12,7,13,9,9,10,8,12,12,11,9,12,3,9,8,10,13,14,11,12,8,12,11,14,10,10,4,7,15,13,13,15,3,4,9,7,12,7,7,8,5,9,8,10,8,12,12,11,3,10,9,9,4,5,8,9,2,11,12,11,7,14,9,4,10,16,14,9,7,4,16,10,13,9,9,10,16,4,16,3,8,10,5,7,2,7,10,9.29
0.8,10,13,11,9,5,5,10,9,5,7,13,11,4,8,7,8,6,8,13,7,12,12,10,9,15,7,10,8,13,11,17,8,14,8,12,9,13,8,11,2,9,8,11,14,14,4,6,9,7,11,8,9,11,4,7,6,9,8,11,11,10,8,10,4,6,5,2,11,7,3,11,15,8,11,12,13,5,7,14,10,11,8,9,10,6,12,8,8,9,10,4,13,3,9,13,5,4,6,6,10,8.91
0.85,11,14,13,11,6,9,12,8,5,6,13,12,2,9,13,7,8,8,14,9,13,14,11,10,12,10,9,6,11,15,16,6,17,11,10,10,13,5,11,7,8,3,10,15,16,4,9,12,10,7,4,14,12,6,6,6,11,9,13,10,14,12,9,9,3,6,4,10,8,7,9,16,11,10,10,16,8,8,13,9,16,10,8,7,11,15,9,8,9,10,2,12,5,9,13,10,5,10,7,11,9.71
0.9,10,15,11,11,10,12,12,12,5,5,13,17,3,9,11,9,7,12,10,7,9,13,12,11,15,9,7,5,15,13,14,6,16,12,10,13,14,5,11,10,9,5,16,13,13,9,11,11,12,13,7,13,10,8,6,9,13,11,15,16,20,14,11,8,4,7,4,10,6,12,10,16,16,10,8,16,11,7,12,10,14,14,14,7,10,13,11,6,9,11,2,12,6,9,10,11,6,11,6,9,10.44
0.95,9,15,13,9,12,12,13,12,5,6,14,14,3,9,14,9,7,13,8,8,9,13,12,13,12,10,6,5,13,11,16,9,13,13,10,12,15,8,12,10,13,6,18,12,9,7,11,8,12,9,7,14,7,8,10,9,16,11,11,18,18,10,10,11,8,9,8,11,10,16,10,11,19,11,13,19,14,8,12,10,14,12,13,5,10,10,13,9,11,11,4,13,6,12,15,9,7,13,4,11,10.83
1,8,13,10,12,15,14,15,13,7,9,12,14,7,11,11,12,10,10,10,6,10,14,14,13,12,14,5,8,12,13,15,10,14,13,13,14,13,12,15,11,14,8,16,11,7,6,11,6,12,14,11,14,9,8,12,8,13,10,15,17,14,8,10,8,5,10,12,11,11,11,11,9,20,10,15,16,12,10,19,11,13,9,11,10,10,13,15,7,13,11,10,9,10,13,14,7,9,13,3,13,11.32
1.05,7,13,10,13,12,12,10,10,13,9,11,11,9,11,11,11,9,9,10,5,12,16,15,11,10,10,4,11,11,13,13,12,16,13,12,15,16,13,12,9,10,11,12,10,9,5,12,6,13,12,10,14,10,8,16,8,9,11,15,14,10,7,11,8,11,13,10,12,7,10,12,11,20,16,11,17,9,10,20,15,17,11,10,8,9,11,13,9,13,8,13,7,12,12,16,6,6,13,3,14,11.16
1.1,8,11,7,16,8,11,7,8,12,11,12,14,10,15,10,8,8,11,9,4,10,16,14,12,13,11,5,12,8,13,8,11,15,10,15,17,18,13,15,9,8,6,12,12,16,6,7,12,10,8,7,17,13,8,13,8,13,12,11,15,15,8,10,8,16,17,6,12,9,11,12,8,18,13,8,11,9,9,17,16,15,13,10,7,10,10,14,10,8,8,12,7,13,13,13,10,8,13,4,16,11.06
1.15,8,11,9,13,9,16,12,9,11,13,12,13,10,15,9,7,6,12,11,7,11,18,13,14,13,13,9,13,11,16,10,11,13,10,17,17,16,10,17,10,6,6,15,10,19,5,7,13,11,9,6,19,10,7,9,11,15,10,11,14,20,9,14,11,15,16,9,14,13,14,10,12,16,16,9,11,12,10,14,14,20,16,12,7,10,9,12,11,8,5,13,5,10,11,11,10,6,10,6,13,11.52
1.2,5,10,15,13,9,19,13,14,10,11,21,9,11,13,10,10,6,14,9,11,10,16,12,15,17,14,8,15,15,15,5,9,19,13,12,17,20,12,14,7,11,10,16,11,19,7,11,14,11,12,10,19,11,9,9,8,17,13,11,14,18,11,11,11,14,16,10,10,12,13,10,18,15,17,11,12,16,12,12,13,17,9,15,8,12,11,13,12,10,9,9,8,9,9,14,12,8,11,8,10,12.17
1.25,5,11,14,8,15,16,16,17,8,11,19,11,16,13,9,13,6,16,8,13,9,13,12,13,18,13,11,12,15,12,9,11,18,9,11,18,18,15,12,5,11,12,16,15,15,7,14,10,9,13,14,16,16,13,15,6,16,13,9,16,21,11,15,11,11,13,14,8,10,10,13,17,16,14,10,15,17,11,14,11,18,8,16,13,9,11,11,12,10,8,5,9,14,10,13,10,9,9,6,11,12.29
1.3,8,16,12,15,19,16,13,15,10,13,18,12,15,12,11,13,9,19,11,13,9,15,18,11,16,11,13,10,14,16,8,11,14,11,12,17,15,13,12,8,16,13,16,16,17,9,12,10,12,13,13,12,11,16,15,7,18,11,11,15,14,10,13,12,13,14,16,10,7,15,13,11,13,11,7,19,15,12,12,11,18,12,14,12,9,16,15,14,12,8,6,9,14,12,10,9,9,8,5,10,12.57
1.35,11,16,13,18,15,13,10,14,8,14,13,10,10,9,14,10,5,14,16,17,9,11,17,12,15,14,12,13,11,14,11,15,13,10,18,12,13,12,14,6,16,12,14,15,18,6,10,12,12,13,13,10,12,17,10,7,12,9,9,13,14,14,11,14,13,14,15,12,6,10,13,10,13,10,6,21,14,9,14,10,18,11,12,12,10,19,17,12,16,8,11,10,12,14,7,10,8,8,8,6,12.14
1.4,7,15,12,21,13,14,11,14,7,11,13,11,10,11,17,7,6,14,11,15,10,13,17,13,11,14,11,14,9,11,15,13,13,5,19,14,15,8,15,7,12,10,15,17,17,5,9,12,13,9,11,11,9,15,7,10,12,13,11,13,17,16,11,16,16,12,16,11,9,10,13,8,12,10,9,18,13,10,15,12,19,10,11,12,14,22,14,9,9,12,12,10,12,15,8,6,8,8,13,6,12.02
1.45,6,14,17,18,13,17,9,13,7,10,16,12,11,12,14,9,4,16,9,14,9,17,15,17,15,14,13,9,9,9,13,10,13,5,18,13,21,7,16,12,11,9,12,16,15,10,10,12,14,7,10,15,12,13,9,12,12,16,9,10,19,14,16,17,14,14,11,20,7,8,13,6,15,11,13,20,11,8,14,13,17,6,10,14,18,13,15,9,11,9,10,10,7,11,13,5,7,10,14,5,12.08
1.5,7,14,20,14,14,15,10,12,6,12,16,11,13,11,13,13,8,12,11,12,10,16,17,13,19,12,16,6,11,11,16,8,15,7,18,14,23,12,11,12,10,10,11,16,16,11,15,16,10,6,7,14,8,6,5,11,12,17,10,11,15,14,19,17,16,16,15,21,12,9,15,9,17,9,14,20,10,11,17,9,21,3,7,18,21,11,11,9,11,12,11,11,9,15,16,8,7,12,17,9,12.57
1.55,9,16,24,18,16,19,10,14,8,12,13,15,14,11,11,16,13,12,7,8,14,17,14,17,18,11,16,8,16,9,14,7,15,11,16,14,21,15,12,14,13,12,15,13,17,7,14,13,8,8,11,16,10,6,6,11,10,19,11,11,16,9,18,12,16,15,15,19,14,7,15,10,17,8,13,22,11,15,19,6,18,6,6,19,25,11,15,12,12,10,8,13,7,12,17,10,14,12,14,14,13.08
1.6,8,17,18,22,12,18,13,14,12,14,13,12,16,12,12,18,16,12,7,9,15,14,12,14,13,14,10,13,14,9,14,4,14,12,16,10,17,17,11,17,13,16,12,14,14,6,13,12,11,13,17,9,11,11,12,10,8,17,12,12,17,9,16,16,16,12,17,20,11,8,13,9,19,13,10,17,11,16,17,12,16,12,5,23,18,14,14,14,12,13,8,12,8,11,14,9,13,11,16,13,13.13
1.65,8,14,11,14,11,13,8,16,10,13,11,11,18,15,11,15,17,12,10,9,13,14,18,11,10,11,13,15,12,6,13,6,17,11,16,12,12,15,8,13,16,13,12,14,13,6,12,10,12,9,18,8,9,12,12,13,8,17,14,12,15,10,15,14,15,10,14,16,12,7,11,8,17,17,8,20,10,17,17,14,18,14,9,16,15,11,12,16,13,11,13,9,11,15,13,9,8,12,15,11,12.51
1.7,9,10,13,7,10,13,6,10,9,8,16,6,15,12,12,15,15,11,13,8,10,11,18,10,11,10,12,13,13,6,13,8,15,7,16,13,14,12,11,13,18,8,11,23,11,9,9,9,15,9,16,8,8,18,12,8,7,16,12,12,22,11,13,18,13,14,13,14,11,7,11,13,14,13,7,27,11,19,21,16,19,15,11,14,13,12,12,16,17,8,16,9,12,12,13,12,7,11,12,9,12.31
1.75,9,11,11,10,15,14,7,7,9,5,18,7,13,10,14,12,13,10,12,10,14,10,18,12,12,9,14,15,14,4,12,16,21,9,17,9,21,9,11,12,15,6,12,25,15,10,11,11,12,8,12,16,10,12,11,12,14,19,14,11,21,7,15,15,15,17,14,16,18,10,13,15,13,14,10,29,12,14,17,14,17,11,11,14,10,10,10,13,13,7,13,15,15,15,8,11,5,13,16,12,12.7
1.8,8,7,12,11,17,14,8,7,9,6,14,6,12,10,12,15,13,13,10,11,18,15,18,13,13,5,16,15,12,5,16,18,20,9,14,9,24,10,13,15,16,9,14,20,16,14,13,10,15,10,11,17,9,18,9,15,20,16,13,12,20,5,14,16,19,18,16,17,19,14,15,15,14,16,9,30,12,10,16,17,15,9,11,13,11,10,10,12,15,8,8,17,16,14,11,10,8,13,20,15,13.28
1.85,10,6,11,8,21,15,10,6,14,7,15,12,17,12,10,16,12,12,10,11,19,17,19,16,20,8,13,14,18,11,13,12,22,10,16,9,27,11,13,13,16,13,14,15,17,11,14,10,9,11,16,18,9,15,6,15,19,16,18,12,20,6,16,15,14,15,19,17,20,14,16,10,15,17,8,29,16,11,17,14,15,9,10,13,15,9,13,10,14,4,6,17,17,14,12,7,10,11,20,17,13.62
1.9,10,9,11,13,19,14,13,6,15,7,15,12,15,11,11,13,13,14,9,9,17,16,22,11,15,11,10,18,19,16,13,11,25,10,18,11,28,11,7,12,13,12,16,14,16,10,15,7,7,10,15,14,6,9,11,12,19,18,10,12,16,7,16,14,17,15,16,15,17,14,12,10,13,16,13,27,13,11,13,12,13,9,11,11,20,13,16,9,11,5,6,12,18,13,11,6,8,7,18,22,13.12
1.95,10,10,11,13,17,17,13,8,16,9,18,9,20,13,16,14,16,13,13,9,19,16,24,8,16,7,9,18,13,19,12,12,19,13,18,9,23,11,9,11,14,15,16,16,15,10,14,9,12,7,13,9,7,12,10,15,21,21,8,12,14,10,13,14,17,15,19,15,14,7,14,12,13,19,15,24,10,13,12,11,13,13,12,15,18,13,19,9,12,9,11,11,17,15,11,3,9,4,17,20,13.39
2,8,12,11,8,17,20,13,5,14,9,19,12,18,14,13,17,12,17,14,17,18,16,21,6,12,8,12,19,18,15,12,12,22,12,16,12,19,10,8,12,16,13,17,22,16,10,18,12,14,9,12,15,11,15,14,8,22,19,6,12,12,8,11,16,21,16,12,12,11,13,14,7,19,14,18,13,9,12,9,15,10,15,12,15,18,13,11,9,16,7,16,11,15,14,14,3,8,9,16,18,13.43
2.05,7,12,11,9,17,22,11,3,12,8,19,12,22,15,9,13,14,14,18,15,15,17,21,7,16,9,13,16,20,8,13,11,13,9,16,12,19,7,12,13,19,8,14,24,19,12,14,15,14,6,15,18,10,16,10,6,26,19,8,13,13,9,11,16,18,19,14,11,15,14,21,9,19,13,16,9,11,12,8,14,13,12,12,12,16,12,12,10,19,7,19,12,13,17,11,7,11,8,12,20,13.43
2.1,5,13,9,12,15,26,13,8,14,9,20,14,19,15,12,13,17,10,17,17,14,17,24,8,18,9,12,14,22,6,11,11,15,5,19,16,17,13,15,12,15,6,13,24,22,13,14,14,12,10,16,21,11,13,10,14,25,24,14,12,10,6,13,15,13,15,16,10,12,13,15,8,16,14,12,10,11,17,8,16,11,15,11,14,15,14,12,9,18,4,16,6,12,13,5,12,16,13,12,22,13.59
2.15,8,12,10,15,18,22,14,11,13,10,17,16,14,8,13,14,15,9,10,14,16,16,23,12,21,9,9,11,19,7,11,11,21,8,16,19,20,18,16,10,16,8,16,20,20,11,17,11,12,14,14,20,12,13,10,16,23,23,19,12,9,10,11,12,8,15,19,16,13,15,12,11,16,16,13,9,9,18,8,17,13,12,8,15,15,12,11,11,20,3,16,6,10,12,7,19,21,13,14,22,13.8
2.2,5,15,10,18,18,24,15,18,15,11,18,13,14,8,9,14,14,8,11,14,16,13,24,11,15,10,11,12,18,9,11,14,19,10,15,19,21,24,11,9,16,6,17,19,17,8,20,11,9,14,14,18,9,12,11,20,22,21,17,12,6,9,10,6,10,15,22,13,12,15,11,12,12,14,12,7,7,14,8,20,13,14,11,17,19,14,13,14,18,7,15,7,11,11,8,23,23,12,13,18,13.73
2.25,4,17,7,16,22,19,15,18,11,14,15,10,15,6,13,9,18,8,13,10,15,12,21,14,17,7,9,15,19,8,13,16,17,13,14,23,19,21,12,7,15,6,14,16,18,7,21,14,8,15,13,18,12,15,10,21,24,22,12,10,7,11,13,8,15,17,20,15,11,13,14,12,13,10,12,12,7,15,8,19,12,12,14,15,19,13,11,11,22,7,15,5,13,19,9,15,20,15,14,22,13.78
2.3,3,17,8,15,24,18,16,15,10,15,20,8,13,7,16,10,16,14,17,8,9,11,16,12,17,5,8,14,17,9,9,14,14,15,8,18,18,21,10,7,12,8,11,18,14,6,16,14,8,14,17,12,12,19,8,15,19,21,9,14,12,16,17,12,21,20,19,14,9,14,14,9,14,11,10,10,6,17,3,22,9,10,14,15,18,14,12,10,22,7,15,9,11,17,13,9,14,15,16,24,13.33
2.35,6,19,7,15,25,19,11,16,7,15,16,11,9,9,14,13,15,16,18,8,14,13,16,14,18,5,5,12,21,7,8,11,13,12,11,17,19,15,13,9,11,9,13,20,16,10,14,13,10,14,14,10,7,13,12,13,20,21,6,13,14,15,17,10,21,26,18,13,7,10,16,8,18,9,12,10,10,11,4,23,13,9,13,14,17,13,8,10,16,9,13,9,8,13,16,12,15,17,14,19,13.11
2.4,11,15,12,16,20,17,13,16,5,18,16,11,11,11,13,9,11,14,15,7,14,13,14,18,16,11,5,10,22,8,8,13,8,12,12,13,22,10,13,11,16,10,15,21,13,8,17,11,11,15,15,12,9,13,14,11,26,18,9,11,12,14,18,15,19,20,19,16,10,10,18,6,16,13,14,15,14,13,5,24,15,9,13,15,17,10,13,12,12,10,13,9,8,15,15,14,12,18,11,19,13.4
2.45,11,10,17,13,25,19,11,13,4,15,17,8,12,13,11,12,8,12,16,9,14,11,13,18,13,14,4,10,22,11,11,13,11,13,16,12,20,9,11,9,16,12,17,17,13,7,17,10,12,16,16,15,15,13,12,10,21,17,12,12,5,19,12,16,14,17,21,15,18,7,22,10,19,18,16,13,18,14,8,20,18,12,11,15,18,12,16,14,16,11,16,7,12,16,15,15,11,18,12,19,13.77
2.5,9,13,17,15,20,14,15,13,5,16,14,7,13,11,12,14,12,12,14,5,13,11,15,18,9,14,3,15,18,13,10,14,11,19,15,13,14,9,5,9,11,13,18,16,13,8,18,9,12,13,20,9,17,11,7,6,18,15,17,13,5,17,12,21,11,14,21,13,16,9,19,6,13,21,18,15,19,18,8,19,18,10,11,19,14,18,13,11,18,14,16,9,9,21,18,10,10,16,13,20,13.46
2.55,5,15,14,19,14,13,16,14,6,15,14,5,13,13,13,14,9,13,10,6,11,12,17,15,9,16,3,12,25,20,15,13,14,16,12,14,13,11,5,7,16,9,18,18,15,7,19,11,13,11,18,6,18,13,9,3,16,16,16,13,7,16,12,23,12,12,20,16,14,4,20,8,14,21,21,12,14,16,5,22,14,13,13,15,12,15,12,15,16,14,14,9,11,17,17,8,11,14,12,18,13.25
2.6,6,14,15,15,17,15,13,11,8,16,19,8,16,13,11,11,9,9,6,10,7,16,18,12,8,14,9,11,20,16,16,13,13,15,9,13,11,11,5,11,16,9,12,17,14,8,16,14,12,13,20,9,18,13,10,4,13,13,18,12,7,14,11,22,11,12,17,19,11,7,19,9,14,25,23,9,15,17,8,23,18,11,13,12,13,12,10,13,13,16,17,14,12,14,12,9,11,15,11,18,13.08
2.65,8,18,16,15,16,16,12,11,12,20,17,10,17,11,10,13,10,10,9,12,9,18,17,8,10,11,11,14,26,11,15,16,17,15,10,15,11,11,5,13,14,6,15,18,16,9,14,14,13,13,18,10,16,17,10,6,15,14,13,9,8,16,15,24,7,12,15,19,9,5,24,12,13,25,21,9,16,14,11,15,20,10,13,13,12,12,10,11,17,16,13,13,12,11,20,11,10,17,9,14,13.4
2.7,12,17,19,19,20,17,14,11,10,20,16,12,13,14,11,13,8,10,12,11,11,20,17,9,8,14,11,13,24,9,16,18,16,13,12,12,10,11,7,16,16,9,14,19,15,8,13,12,14,19,18,11,14,13,11,4,15,14,16,6,9,14,18,24,8,12,15,21,13,3,24,11,15,20,23,8,13,18,12,21,18,10,13,16,9,13,11,15,20,12,12,12,7,13,15,15,13,15,10,16,13.74
2.75,12,18,13,18,21,16,14,12,13,19,16,11,13,9,11,15,11,13,10,9,9,17,18,11,9,16,12,13,20,13,12,19,12,14,16,14,12,10,8,19,11,9,14,22,12,9,16,8,13,22,15,13,18,12,13,4,15,18,17,7,9,14,17,24,5,14,19,28,14,6,27,11,14,21,19,11,12,16,12,20,22,12,15,15,8,15,14,17,16,15,11,9,9,16,14,17,13,13,12,15,14.07
2.8,10,18,15,17,16,14,15,15,15,18,14,7,14,8,12,20,14,14,10,12,9,18,19,16,5,15,14,9,18,12,13,16,11,13,18,10,12,8,7,17,9,9,8,24,13,8,14,10,13,21,16,12,16,13,15,5,16,19,20,6,8,14,13,22,7,18,17,24,14,7,25,6,16,23,20,12,14,16,13,14,17,13,17,14,9,17,13,19,11,11,16,12,9,17,12,15,17,11,12,16,13.86
2.85,12,18,13,17,19,14,10,15,13,17,10,8,16,8,15,17,19,13,14,13,8,20,23,14,6,14,14,4,14,11,12,14,10,11,15,10,14,6,11,9,6,8,5,17,12,11,11,8,12,18,15,9,17,16,11,7,16,25,16,7,11,14,12,22,13,15,17,25,12,5,20,8,16,18,19,14,14,19,9,12,16,12,19,18,11,19,14,16,8,14,14,15,7,15,16,13,14,13,12,14,13.43
2.9,9,17,9,15,18,19,12,17,13,20,7,12,14,10,16,15,20,14,14,15,5,22,23,11,3,11,14,4,11,12,5,18,14,11,15,8,14,7,14,8,5,7,6,21,12,12,14,10,11,19,10,8,14,13,9,8,21,24,14,6,13,17,14,22,15,15,16,26,11,8,23,6,18,17,18,13,15,19,12,13,22,12,18,22,11,13,15,13,9,11,17,18,6,16,19,16,16,14,16,16,13.71
2.95,7,16,12,19,23,22,15,15,13,18,11,10,20,13,19,16,16,18,16,11,6,22,19,8,9,13,13,7,13,6,6,15,13,12,12,10,13,9,15,8,3,7,8,22,12,15,15,12,10,14,14,7,13,11,6,12,19,26,15,5,15,15,12,23,12,13,16,23,8,10,21,5,17,15,18,15,12,14,14,17,18,11,19,22,15,13,11,20,6,12,15,23,10,14,15,15,15,13,19,14,13.8
3,7,17,14,13,23,24,15,12,13,17,12,11,21,11,19,16,17,14,16,8,8,18,19,9,10,12,12,9,11,9,6,18,12,12,15,11,11,12,18,7,6,8,8,19,11,10,13,14,13,10,16,9,10,7,5,15,15,24,14,6,10,17,16,19,11,14,13,27,10,12,23,8,17,16,18,18,10,16,14,14,21,17,16,18,18,15,15,16,5,15,14,20,7,11,11,18,15,17,13,14,13.71
3.05,6,20,16,11,21,16,17,15,16,22,16,12,19,9,17,14,15,15,12,6,9,12,25,10,9,18,13,15,8,9,4,16,12,12,14,10,8,12,19,5,9,8,10,19,8,6,14,14,13,9,13,13,9,11,8,15,14,18,15,7,7,16,15,18,15,12,15,22,8,7,23,9,17,22,21,15,11,15,12,17,26,17,16,16,14,18,17,12,8,13,14,15,9,11,12,17,17,17,10,14,13.58
3.1,5,20,17,13,21,13,17,12,11,23,19,12,19,7,15,15,18,11,17,10,7,13,19,12,12,16,11,12,12,13,3,14,12,13,16,10,9,11,16,6,11,8,10,20,8,9,12,12,15,11,16,14,11,10,11,13,15,20,14,7,8,23,20,16,17,16,13,22,14,9,20,9,18,24,20,9,11,17,11,16,25,21,16,12,16,16,19,14,7,11,18,14,9,15,12,16,15,19,10,16,13.93
