,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,4,4,3,4,1,4,6,3,3,4,3,7,8,5,2,4,4,4,5,6,4,7,10,6,5,2,2,4,4,4,8,1,5,4,5,6,2,2,5,4,4,8,2,5,10,3,6,7,3,3,5,5,4,2,8,9,4,4,2,2,4,2,6,4,5,3,6,9,1,2,2,3,7,5,2,2,6,5,2,3,3,7,6,2,4,3,1,2,1,6,3,7,3,8,5,4,6,1,2,5,4.28
0.55,5,6,4,3,1,5,5,2,2,4,3,5,6,4,2,4,3,4,6,4,4,6,10,3,3,2,2,6,3,3,9,1,4,3,6,6,2,3,9,2,3,8,2,6,11,1,6,5,3,4,6,4,5,3,6,8,3,3,2,2,2,2,5,4,3,4,9,6,3,4,3,4,7,5,1,3,2,5,3,2,2,5,6,1,3,3,3,1,1,4,5,8,4,5,4,3,4,2,3,5,4.05
0.6,6,7,6,5,2,3,8,2,2,4,5,6,7,7,3,4,5,3,3,3,2,6,8,6,4,5,4,7,2,6,8,2,3,3,9,8,3,5,10,5,3,7,5,6,13,2,6,6,4,3,3,2,7,4,8,8,4,5,2,3,2,3,3,4,4,4,8,8,6,5,4,6,6,4,4,3,2,7,6,3,5,4,3,2,5,6,5,3,3,8,4,9,5,5,6,3,6,2,3,4,4.81
0.65,8,7,4,6,3,5,9,3,4,5,7,8,9,7,5,7,8,3,4,3,4,8,5,4,6,7,5,9,8,9,6,6,2,4,10,10,4,7,8,6,3,7,6,5,10,4,6,6,7,7,4,3,9,7,9,9,6,6,4,3,6,5,5,9,5,5,9,6,6,6,6,7,3,6,4,7,6,6,11,5,5,4,4,5,7,6,6,5,5,7,5,8,5,6,7,5,5,4,6,2,5.94
0.7,8,7,4,8,6,4,11,5,4,4,7,11,11,7,6,6,8,2,2,2,4,10,6,6,6,10,6,13,9,9,3,6,3,6,11,11,6,6,9,10,4,6,8,4,11,6,6,5,6,12,3,6,10,4,10,9,6,6,5,3,7,2,7,10,6,2,7,5,4,5,4,6,2,5,4,6,8,6,12,5,5,5,4,6,9,6,5,6,3,8,7,10,4,8,5,8,7,7,8,2,6.39
0.75,9,9,6,8,7,3,11,6,6,5,10,13,13,8,7,7,6,3,1,2,6,12,7,6,5,8,5,9,10,6,4,4,7,9,9,9,9,6,8,8,3,5,9,4,12,5,5,3,8,9,5,6,9,4,9,12,5,5,3,4,8,3,7,6,4,2,4,3,2,5,2,7,4,7,5,5,8,6,12,7,8,4,7,3,9,5,4,5,4,4,5,12,4,6,3,7,7,8,10,4,6.38
0.8,5,11,7,5,6,4,11,6,5,5,13,13,14,6,6,8,4,4,5,4,6,11,5,6,8,5,6,8,8,4,6,4,10,5,7,6,9,4,7,9,3,6,9,3,12,4,5,2,9,6,8,5,6,6,10,10,4,5,3,3,4,5,8,5,2,1,5,6,1,3,3,6,6,5,3,6,5,5,10,4,6,6,8,3,8,6,5,4,5,3,5,10,4,5,4,7,8,6,8,6,6.05
0.85,3,9,10,4,5,4,9,9,3,5,10,12,12,10,8,6,4,6,8,4,5,10,6,4,12,4,7,7,6,4,7,5,11,9,10,8,4,7,8,6,5,7,12,3,12,5,5,5,10,5,7,5,2,5,11,11,4,4,3,2,4,6,6,5,2,1,6,8,4,5,2,7,8,8,4,6,4,11,15,4,5,5,11,3,6,5,9,4,6,8,9,8,4,7,7,6,6,7,6,8,6.5
0.9,6,10,10,3,4,5,8,8,6,4,11,11,11,12,6,5,6,6,11,8,4,5,5,7,11,4,11,9,6,3,7,5,11,14,10,8,9,7,8,9,7,10,12,3,10,5,9,5,12,6,5,7,4,5,11,10,5,8,6,1,8,6,5,4,2,3,8,11,4,8,2,10,7,10,8,7,7,10,12,6,9,4,10,2,9,8,10,8,11,9,10,9,5,12,11,9,8,11,7,6,7.51
0.95,8,10,7,4,4,7,12,8,6,4,12,15,10,11,5,9,7,4,11,6,2,6,5,10,10,6,8,10,9,7,4,4,9,16,8,10,10,7,11,9,7,11,11,3,10,6,12,9,12,5,7,8,4,7,9,11,5,7,6,1,8,5,2,5,3,5,5,9,5,7,1,10,8,12,9,8,9,10,12,10,9,4,6,4,7,8,12,9,9,7,12,10,3,14,12,10,11,10,8,7,7.87
1,9,9,7,6,5,6,9,6,4,4,11,14,11,9,6,9,8,9,9,3,2,6,6,13,12,6,10,9,6,6,3,6,7,12,9,11,10,7,13,10,9,9,9,5,13,6,12,10,10,4,6,6,7,7,10,10,5,9,6,3,8,7,2,4,4,7,6,5,7,5,2,8,11,12,7,7,11,6,8,11,11,3,4,6,2,11,15,7,8,8,8,9,7,13,10,7,10,7,7,6,7.71
1.05,8,8,6,7,8,7,11,7,3,5,8,17,6,7,6,11,7,10,5,3,1,11,6,11,15,9,10,8,5,6,3,7,7,9,10,13,12,8,8,10,8,6,10,3,13,7,10,9,8,3,7,11,7,6,5,8,6,8,11,7,7,6,5,4,5,4,4,3,6,4,5,8,10,9,7,9,10,5,6,9,12,1,4,6,4,8,14,9,10,7,5,8,5,11,11,4,10,5,6,4,7.42
1.1,6,8,6,9,7,6,9,6,5,5,4,12,6,8,5,9,7,10,5,6,1,12,6,10,14,9,10,6,7,6,2,6,8,8,11,14,12,7,9,10,10,10,9,4,13,10,7,9,8,2,10,11,6,8,3,7,8,6,8,8,5,9,11,5,9,3,5,8,5,6,7,8,11,9,5,13,7,9,5,10,7,4,5,5,4,6,10,8,10,5,4,8,8,7,9,5,10,4,3,5,7.41
1.15,3,8,7,11,8,9,11,8,5,8,8,10,7,10,4,7,4,7,9,9,5,11,5,5,13,10,8,9,8,4,5,4,9,9,11,17,9,9,12,8,11,11,7,4,12,10,8,10,10,8,10,10,4,10,6,5,9,6,7,3,6,8,13,3,9,5,3,13,4,4,8,10,11,7,6,14,5,9,8,10,6,6,7,7,4,4,10,8,11,8,8,9,11,5,7,5,10,5,7,7,7.86
1.2,11,9,8,11,9,9,10,10,6,8,10,7,13,11,4,4,6,3,9,8,8,10,7,5,15,7,8,8,9,3,10,6,7,10,9,16,7,9,12,9,10,9,10,3,13,10,12,11,8,9,12,7,6,9,7,7,10,5,6,2,8,8,14,2,7,5,3,13,5,8,8,9,7,8,10,7,6,14,9,9,8,6,7,12,7,7,6,8,10,8,7,13,9,8,8,6,10,4,9,6,8.26
1.25,13,6,8,11,10,10,6,9,6,8,10,6,12,8,5,8,11,4,9,8,10,10,7,7,13,6,8,8,9,3,12,9,6,12,5,11,8,9,13,6,9,8,11,4,11,7,14,11,11,10,9,7,10,10,8,6,10,7,7,3,7,6,15,2,7,8,4,10,8,6,9,8,7,7,15,14,12,13,8,14,5,8,7,14,11,7,8,6,8,11,5,16,11,7,12,5,9,6,9,6,8.64
1.3,12,10,9,9,11,8,3,9,10,6,12,6,11,3,8,10,10,5,7,6,9,11,9,7,12,6,10,5,6,1,10,13,6,9,8,7,10,8,14,5,9,6,11,7,9,4,19,9,13,11,5,6,9,7,5,12,11,6,7,6,5,3,17,8,10,5,6,8,8,6,9,3,11,5,11,15,9,10,9,15,7,6,8,13,12,5,9,5,9,8,6,15,12,8,10,6,9,7,7,6,8.44
1.35,11,9,6,9,9,7,4,7,8,5,13,7,9,2,10,11,5,7,9,7,6,11,6,6,10,3,8,3,6,4,7,9,7,8,3,6,7,6,17,6,8,8,11,8,8,4,16,8,12,14,4,6,6,10,6,9,9,4,8,11,3,4,13,9,11,7,7,8,10,6,12,3,12,7,12,13,9,11,12,11,12,7,8,14,10,8,8,5,7,5,3,15,12,6,15,6,8,9,7,7,8.16
1.4,11,11,7,9,9,8,6,5,10,7,13,4,9,5,8,11,2,6,11,6,7,12,6,8,8,3,10,2,7,8,5,10,3,9,5,6,9,6,17,5,10,9,10,8,7,4,13,9,12,12,5,8,7,6,5,7,7,3,8,12,1,5,11,10,10,5,6,7,8,4,10,5,11,7,13,13,6,9,15,6,10,7,6,9,10,6,8,4,8,6,2,13,13,3,14,10,8,10,4,9,7.88
1.45,9,11,11,10,14,9,7,3,8,7,14,6,12,7,9,8,3,5,10,6,10,11,6,9,8,3,8,4,7,8,7,10,4,12,6,5,8,7,15,5,15,9,9,11,10,4,12,8,9,8,7,7,10,4,8,6,6,6,8,10,4,6,4,7,9,6,5,6,10,6,7,6,13,5,8,14,5,12,13,6,10,6,4,9,12,8,5,6,5,9,4,11,13,6,9,13,8,11,7,7,8.04
1.5,7,8,13,10,11,12,7,5,9,6,14,6,11,7,9,7,5,3,9,7,8,10,8,7,9,5,8,5,8,10,6,7,3,12,8,5,8,7,15,5,12,6,8,12,9,8,10,8,8,8,9,10,11,6,10,10,9,10,6,6,5,8,4,9,8,8,4,6,8,6,8,7,14,4,7,15,6,15,13,9,11,2,4,9,10,9,6,10,9,13,4,13,13,8,7,12,8,12,7,8,8.35
1.55,10,6,12,10,12,12,4,7,8,3,18,6,10,8,8,7,8,3,8,5,6,10,9,8,12,6,6,4,5,6,3,8,4,11,7,6,11,4,15,5,11,7,9,9,11,7,8,7,7,6,8,11,9,3,9,9,8,15,8,5,6,6,6,8,8,8,7,3,8,4,9,7,13,7,6,17,9,13,9,10,5,4,4,12,10,8,6,12,7,13,6,13,14,10,11,9,6,11,8,7,8.18
1.6,10,5,8,12,11,13,3,8,7,2,17,6,8,8,5,6,9,3,4,5,3,9,10,7,8,3,8,5,4,5,3,7,5,6,9,5,10,1,11,5,10,4,11,9,10,9,6,3,6,6,7,9,7,1,8,9,9,14,8,2,5,2,6,6,5,9,6,5,8,3,14,6,12,6,4,15,9,13,6,10,3,8,5,11,12,7,4,12,7,9,10,10,14,9,12,7,7,9,7,7,7.42
1.65,12,6,8,10,13,13,3,5,7,3,18,7,8,5,3,6,8,3,7,2,3,8,9,7,6,3,7,4,3,3,2,7,4,5,10,4,8,3,8,6,9,6,8,9,7,8,7,7,7,7,4,8,4,3,7,11,10,12,8,3,6,3,9,3,8,6,9,5,8,7,13,6,12,8,5,15,6,8,3,8,3,11,8,8,11,6,3,10,5,9,6,8,12,10,11,8,8,9,4,5,7.05
1.7,14,7,5,12,12,11,3,4,5,6,14,7,8,5,4,4,4,4,8,5,5,7,8,8,5,6,9,5,3,5,5,8,7,1,11,6,11,4,5,5,10,5,6,8,7,5,5,9,8,8,3,6,6,7,11,11,11,8,8,4,6,2,12,3,9,11,7,6,8,10,13,5,12,13,4,13,4,7,3,8,4,10,9,6,9,4,3,5,6,7,7,7,10,12,10,11,8,10,5,6,7.17
1.75,13,8,3,8,13,11,4,5,4,7,14,8,9,2,4,6,4,4,11,6,8,8,8,9,8,9,10,4,5,5,7,6,7,3,10,7,13,5,6,2,11,5,3,7,7,7,6,10,10,8,5,9,5,8,12,8,9,8,7,5,4,2,10,3,10,12,8,8,8,10,14,5,14,13,3,13,3,9,4,9,3,9,10,5,8,7,4,7,6,5,9,8,6,13,7,14,6,11,5,8,7.47
1.8,11,9,7,12,12,12,3,6,3,6,11,8,13,5,4,8,9,6,9,9,7,6,10,10,5,8,15,2,6,3,7,4,10,4,9,5,10,5,10,4,10,5,5,10,9,7,4,12,9,12,11,8,5,12,12,8,6,9,9,5,7,3,11,5,10,10,7,8,8,9,12,7,12,15,3,9,1,11,6,8,4,8,12,5,8,8,4,11,8,7,10,8,4,9,9,14,6,13,9,9,7.99
1.85,10,5,6,13,8,12,6,9,3,7,13,8,9,7,3,7,13,7,9,9,8,6,10,9,3,7,14,3,9,2,7,6,5,6,10,7,9,6,9,7,10,9,3,8,6,6,5,9,7,8,14,7,3,9,6,8,7,8,7,4,8,3,8,4,14,8,8,12,6,7,12,8,9,13,4,11,3,12,7,9,4,8,10,9,6,4,6,11,16,6,8,8,5,7,12,9,5,11,8,10,7.8
1.9,6,4,5,11,8,14,6,7,4,6,12,9,7,5,1,8,14,5,5,7,10,7,10,8,5,5,8,4,9,5,6,3,6,8,11,7,9,10,7,8,9,9,6,9,6,6,4,6,6,7,10,6,3,10,7,8,7,5,5,3,9,3,6,6,12,6,9,11,4,2,9,10,9,14,4,14,2,9,6,8,4,7,11,9,3,6,8,11,17,6,6,6,6,5,14,9,7,10,6,5,7.31
1.95,4,5,7,11,7,14,3,6,3,5,12,6,4,5,4,7,10,5,6,5,10,8,9,9,6,5,8,5,5,8,5,3,10,7,10,8,7,10,6,9,8,6,10,9,5,9,5,8,7,6,8,6,2,8,8,7,7,4,6,4,10,3,6,6,9,4,5,14,5,3,15,11,8,12,7,12,2,13,7,9,7,8,7,11,4,6,8,9,12,5,3,9,9,5,13,9,8,10,7,4,7.25
2,2,5,7,12,11,12,2,6,3,4,12,7,6,4,4,7,8,8,8,5,8,9,10,10,7,3,9,7,6,10,4,2,11,6,9,7,9,5,7,12,5,9,8,8,5,11,7,13,7,4,9,7,3,10,7,6,9,4,7,3,11,5,7,7,6,5,5,12,6,6,14,7,9,10,8,12,2,12,7,10,8,8,9,10,3,5,6,10,7,9,1,9,8,5,8,9,8,11,8,6,7.35
2.05,6,5,6,13,14,10,4,7,3,4,10,6,7,6,5,5,5,9,12,7,8,7,11,10,10,3,5,5,8,6,9,3,14,8,7,8,6,6,6,11,6,10,5,7,8,10,8,6,7,2,8,6,4,8,6,9,6,4,8,5,9,4,5,5,6,4,4,14,6,10,9,4,8,11,8,14,2,8,10,8,10,8,10,9,5,3,7,8,7,9,5,10,9,7,8,7,7,13,11,8,7.38
2.1,8,5,10,10,17,7,5,10,3,7,11,5,13,8,5,5,8,11,13,9,7,9,10,9,11,3,10,6,7,6,8,4,15,11,10,6,8,6,11,9,4,10,3,5,7,9,8,5,9,2,7,6,4,8,8,14,7,5,11,9,9,8,5,7,5,4,5,15,8,7,9,5,2,12,7,15,2,7,9,12,8,6,10,10,4,4,5,5,8,6,6,10,6,6,10,6,3,13,11,8,7.75
2.15,7,6,8,11,11,11,3,11,4,7,10,6,14,8,6,8,9,8,11,7,9,12,9,9,7,3,13,5,6,4,10,3,15,14,11,10,6,8,14,5,4,10,2,6,10,10,9,3,7,2,7,12,2,9,6,14,5,10,11,8,8,7,4,7,4,4,8,11,8,7,8,4,2,10,7,14,3,6,8,14,10,4,11,14,4,6,6,8,8,5,6,8,5,8,13,7,5,14,10,5,7.87
2.2,11,5,7,10,12,9,2,7,3,8,8,5,12,7,8,8,7,6,9,8,10,13,7,10,6,3,14,5,5,4,9,4,15,12,8,9,7,8,13,8,2,9,2,7,7,8,12,1,3,4,9,8,2,10,4,14,3,12,9,7,7,8,4,7,2,6,8,9,6,4,9,4,4,12,4,13,1,6,5,15,8,6,11,18,6,7,4,12,13,5,4,7,5,5,16,7,8,13,8,5,7.57
2.25,12,6,9,11,12,6,2,7,4,8,9,3,11,5,6,7,7,7,10,9,9,11,9,11,4,4,10,8,4,5,8,5,13,11,5,9,12,10,10,7,3,8,2,8,7,8,12,1,5,4,10,6,3,8,7,11,4,10,7,6,8,7,5,7,5,7,5,10,8,6,9,6,5,12,5,11,3,4,7,14,9,7,11,16,5,6,3,13,10,4,8,7,3,8,14,6,7,11,6,5,7.49
2.3,11,5,6,14,9,5,3,6,3,8,8,4,8,4,5,7,7,7,6,8,9,12,11,12,6,4,8,11,3,5,8,6,12,11,3,11,15,12,12,8,3,7,1,9,4,10,11,2,4,4,9,4,4,7,7,11,6,9,5,5,6,4,6,7,5,10,4,8,8,4,7,5,7,11,6,10,3,3,10,8,9,7,10,14,3,4,3,12,10,4,7,3,3,10,9,5,6,8,6,6,7.06
2.35,9,4,6,11,4,4,3,4,3,5,7,5,10,6,3,8,7,6,6,6,8,17,7,12,5,5,5,9,5,4,7,7,12,7,2,13,12,10,8,11,2,9,0,9,3,7,9,2,5,3,8,4,4,8,7,11,5,6,7,4,4,4,6,6,6,11,1,6,7,5,8,5,9,8,5,10,3,2,9,8,8,5,8,11,4,1,4,9,13,4,7,2,2,10,12,5,6,9,8,5,6.52
2.4,4,2,3,10,3,2,4,4,3,3,9,6,9,8,4,10,5,6,5,4,6,19,5,11,5,4,4,8,5,3,7,8,8,6,2,9,9,6,7,9,1,7,0,5,3,4,4,1,3,3,7,4,4,7,6,10,4,4,6,3,4,4,4,6,5,9,1,10,7,6,4,4,9,9,4,13,3,2,7,7,6,4,9,9,4,3,2,11,11,5,7,3,2,13,10,5,4,8,9,4,5.78
2.45,5,3,2,7,3,3,3,4,4,2,6,4,4,7,4,8,5,5,7,4,7,19,5,9,5,3,3,6,4,2,6,6,8,5,3,8,10,5,6,13,1,5,0,1,4,5,5,0,3,3,6,4,5,7,4,10,5,3,6,4,4,3,3,5,6,6,2,8,5,6,2,3,7,9,4,13,2,2,4,8,6,4,11,10,4,3,1,13,7,4,8,2,1,10,8,2,5,11,8,3,5.27
2.5,6,4,2,6,2,2,4,5,4,2,6,4,4,5,1,6,3,3,7,4,4,17,6,7,4,3,3,4,4,2,5,7,9,5,5,7,11,4,4,10,0,7,0,3,4,5,5,0,2,3,5,4,5,5,5,8,3,1,7,4,2,2,3,4,6,4,3,7,4,7,2,3,7,8,3,13,1,0,5,7,4,5,9,10,3,3,2,15,8,4,7,4,0,7,9,3,3,8,6,2,4.8
2.55,5,4,1,6,2,1,3,4,4,3,7,4,3,4,0,7,4,2,3,4,4,15,6,6,4,3,3,4,4,3,4,5,9,6,5,7,8,5,3,10,0,6,0,5,3,5,5,0,1,2,7,5,3,4,5,4,3,2,6,4,3,3,3,3,7,3,3,8,5,6,3,2,9,9,3,13,0,0,4,5,2,5,7,9,3,4,2,13,7,3,7,4,0,6,11,4,4,9,6,2,4.55
2.6,3,6,1,3,2,1,4,4,3,4,7,4,2,7,0,7,4,4,3,5,1,9,8,7,3,5,2,4,5,4,3,3,10,4,2,5,12,5,2,7,0,7,0,5,5,6,4,0,2,3,5,6,3,3,3,3,5,3,6,4,4,4,2,3,7,3,4,8,4,4,3,1,8,6,3,14,0,0,1,7,2,4,7,9,3,3,1,12,9,3,5,4,0,3,9,5,3,8,7,5,4.36
2.65,4,6,1,5,2,1,4,4,2,3,7,3,1,4,0,9,5,5,4,6,1,9,9,6,4,4,0,4,7,4,3,4,10,3,2,5,9,5,2,6,0,4,0,4,7,7,5,0,0,3,4,5,3,3,4,2,5,3,4,4,6,3,4,4,7,4,3,5,6,3,2,1,8,3,4,13,0,0,1,5,2,4,7,9,3,4,0,9,6,3,5,3,0,4,8,5,2,7,6,6,4.15
2.7,5,4,0,4,2,1,5,4,2,2,8,3,0,5,0,8,4,6,6,4,0,10,8,5,4,3,0,4,7,3,2,1,5,3,2,6,6,4,1,6,0,2,0,2,8,7,5,0,0,4,4,5,3,3,3,2,5,4,4,4,6,5,6,5,3,2,4,7,6,3,2,0,8,2,4,10,0,0,1,4,1,3,6,12,3,3,0,7,3,3,6,2,0,2,10,6,3,6,7,5,3.84
2.75,5,4,0,3,4,1,4,4,2,2,6,3,0,4,0,5,5,8,5,3,0,10,9,7,4,3,0,5,9,1,2,1,5,4,3,6,6,4,2,5,0,1,0,2,7,6,4,0,0,5,5,4,2,3,2,1,4,2,3,2,7,7,9,4,4,3,5,7,8,2,0,0,8,1,5,13,0,0,1,4,0,4,7,12,4,2,0,6,1,3,6,3,0,1,9,6,4,4,5,4,3.76
2.8,3,4,0,3,3,1,5,5,1,1,6,4,0,2,0,5,4,8,3,3,0,7,7,6,6,3,0,5,7,2,2,0,5,4,3,6,4,3,1,4,0,0,0,1,6,6,4,0,0,4,5,4,3,2,2,1,2,1,3,2,6,6,8,3,4,5,7,7,7,2,0,0,4,0,5,14,0,0,1,5,0,3,7,11,4,0,0,6,0,3,4,2,0,0,11,4,5,3,3,6,3.38
2.85,4,3,0,3,4,1,3,5,2,0,4,5,0,3,0,3,5,9,3,4,0,7,9,7,8,3,0,6,6,3,3,0,4,2,1,5,6,3,0,2,0,0,0,0,5,6,5,0,0,5,5,5,3,3,1,1,2,1,5,4,7,5,8,4,5,8,5,8,8,2,0,0,3,0,5,15,0,0,1,7,0,4,8,10,2,0,0,4,0,6,3,3,0,0,9,3,2,2,3,5,3.42
2.9,4,4,0,2,5,1,3,6,2,0,3,6,0,2,0,4,5,9,3,4,0,8,9,7,5,3,0,6,4,2,4,0,2,3,1,5,6,3,0,3,0,0,0,0,4,6,4,0,0,5,5,5,3,3,0,2,1,1,5,4,4,7,9,4,3,7,6,6,8,1,0,0,2,0,5,13,0,0,1,8,0,3,6,9,3,0,0,6,0,4,0,2,0,0,6,3,2,2,2,4,3.18
2.95,2,5,0,2,8,1,2,6,2,0,3,4,0,2,0,4,5,9,2,4,0,6,9,8,5,4,0,6,4,2,3,0,2,2,0,6,4,3,0,4,0,0,0,0,7,4,4,0,0,6,4,5,2,3,0,1,2,1,5,7,5,8,6,5,1,5,5,5,8,2,0,0,3,0,6,10,0,0,1,7,0,4,5,10,3,0,0,3,0,2,0,2,0,0,4,4,2,1,1,7,3.05
3,1,5,0,2,7,1,2,5,2,0,5,4,0,1,0,2,4,7,3,5,0,7,7,6,6,6,0,5,3,3,4,0,2,3,0,4,6,4,0,4,0,0,0,0,5,5,5,0,0,4,3,4,2,4,0,1,1,0,4,6,7,5,6,5,2,7,4,5,8,2,0,0,2,0,4,10,0,0,4,7,0,3,4,11,2,0,0,2,0,3,0,2,0,0,5,3,1,1,0,4,2.89
3.05,1,4,0,1,4,1,2,5,1,0,4,6,0,0,0,2,4,7,2,4,0,9,7,6,5,4,0,5,5,1,5,0,1,2,0,3,6,4,0,3,0,0,0,0,3,5,3,0,0,5,3,3,3,4,0,1,1,0,3,6,6,4,6,4,0,8,3,7,4,1,0,0,2,0,5,10,0,0,4,6,0,4,4,12,3,0,0,1,0,4,0,0,0,0,3,3,1,1,0,5,2.65
3.1,0,2,0,1,4,1,4,3,1,0,5,4,0,0,0,2,5,6,1,6,0,7,6,6,6,5,0,4,4,0,3,0,0,2,0,1,7,5,0,3,0,0,0,0,4,7,2,0,0,4,3,4,1,5,0,0,0,0,1,5,5,5,6,3,0,8,3,6,4,0,0,0,3,0,4,12,0,0,6,5,0,3,5,13,1,0,0,2,0,4,0,0,0,0,3,3,0,1,0,2,2.47
